Time,log_flow_salt_upstream,log_flow_salt_downstream,difference_log_flow,difference_flow,CumDiff_flow
2026-06-01,4.717347977288292,6.864590014954717,-2.147242037666425,-845.8819208354262,-845.8819208354262
2026-07-01,4.769755522730776,6.821494282498825,-2.0517387597680488,-799.4643566927666,-1645.3462775281928
2026-08-01,5.115381684023377,6.869505578144023,-1.7541238941206458,-795.9082368723342,-2441.254514400527
2026-09-01,4.8847508479455275,6.854120667840608,-1.9693698198950802,-815.5208418919308,-3256.775356292458
2026-10-01,4.749034910087968,5.656114259723161,-0.9070793496351932,-170.56223342013175,-3427.3375897125898
2026-11-01,4.926602544746291,3.718289054642978,1.2083134901033126,96.71631852382802,-3330.621271188762
2026-12-01,5.028756342365293,3.3495276097548974,1.6792287326103956,124.25366219714591,-3206.367608991616
2027-01-01,5.24682365222901,3.462894372011267,1.7839292802177433,158.0527239474917,-3048.3148850441244
2027-02-01,5.3179858198563075,3.3029721189867587,2.015013700869549,176.77928956472604,-2871.535595479398
2027-03-01,5.36581906479967,3.837375698278093,1.5284433665215769,167.56287766150612,-2703.972717817892
2027-04-01,5.262248529173948,5.616177963801843,-0.3539294346278954,-81.92215805843887,-2785.894875876331
2027-05-01,4.776155671142218,6.521819849391401,-1.7456641782491822,-561.167067416862,-3347.0619432931926
2027-06-01,4.480772639030204,6.858765005471523,-2.377992366441319,-863.887518552061,-4210.949461845254
2027-07-01,4.682976951810418,6.857398204302127,-2.174421252491709,-842.7984482925965,-5053.74791013785
2027-08-01,4.763726004879086,6.872175238829328,-2.1084492339502425,-847.863755555924,-5901.611665693774
2027-09-01,4.625436576512956,6.862217645879167,-2.236781069366211,-853.4363292610656,-6755.047994954839
2027-10-01,4.628956782034832,5.351092217401952,-0.7221354353671199,-108.43127822080149,-6863.479273175641
2027-11-01,4.860085764769529,3.375254569251868,1.4848311955176614,99.80354398055306,-6763.675729195087
2027-12-01,4.983742544599812,3.418457983325632,1.5652845612741797,115.49753329199245,-6648.178195903095
2028-01-01,5.23125906493095,3.098394506209398,2.1328645587215522,164.86579470469846,-6483.312401198396
2028-02-01,5.443540288201077,3.364174903175709,2.0793653850253677,202.34982684091133,-6280.962574357485
2028-03-01,5.57198781877433,3.507302621743989,2.0646851970303413,229.59812278096246,-6051.364451576523
2028-04-01,5.449952289428193,3.9484607618907965,1.5014915275373966,180.8915737159173,-5870.472877860605
2028-05-01,4.8842859809368955,6.635408416644508,-1.7511224357076127,-629.394007230744,-6499.866885091349
2028-06-01,4.540570898958428,6.862243885545936,-2.321672986587507,-861.7644126116427,-7361.631297702992
2028-07-01,4.607572828219556,6.854261317890658,-2.2466884896711017,-847.6711122494198,-8209.302409952412
2028-08-01,4.614043124169228,6.85660744729944,-2.2425643231302113,-849.2469576825976,-9058.549367635009
2028-09-01,4.6525605856403915,6.866684610288007,-2.2141240246476155,-854.9081749301563,-9913.457542565166
2028-10-01,4.775624884989103,5.261682202213605,-0.4860573172245024,-74.22116350300276,-9987.678706068169
2028-11-01,4.9497437163217,3.234442616158842,1.7153011001628582,115.74657309471476,-9871.932132973454
2028-12-01,5.009348737235827,3.3848296302453105,1.6245191069905167,120.29417638851419,-9751.63795658494
2029-01-01,5.252590011421324,2.939103177155947,2.313486834265377,172.1615872432488,-9579.476369341692
2029-02-01,5.2579690173592795,3.759574155301684,1.4983948620575953,149.16082093075903,-9430.315548410932
2029-03-01,5.315730340672456,3.5133822734521107,1.8023480672203451,169.95150224610893,-9260.364046164823
2029-04-01,5.299567300325589,5.713581223297654,-0.41401392297206474,-102.7039310166457,-9363.067977181468
2029-05-01,4.838342931579883,6.780543392073815,-1.9422004604939316,-754.2871195316109,-10117.35509671308
2029-06-01,4.564938571579875,6.871497611995356,-2.3065590404154817,-868.335076320571,-10985.69017303365
2029-07-01,5.003198525918364,6.808118731148129,-1.8049202052297648,-756.2777205019102,-11741.96789353556
2029-08-01,5.353628094255469,6.837717366300403,-1.4840892720449341,-720.984678600056,-12462.952572135617
2029-09-01,5.091673137569079,6.841503800096994,-1.7498306625279154,-773.2336866886881,-13236.186258824306
2029-10-01,4.902560999709301,5.142616687474482,-0.24005568776518071,-36.528926561727445,-13272.715185386032
2029-11-01,4.8589701587509975,5.404425305476283,-0.5454551467252857,-93.4969823108261,-13366.212167696858
2029-12-01,4.994671502794492,3.168672922080376,1.8259985807141157,123.84853227598362,-13242.363635420874
2030-01-01,5.12849251506116,3.564483507461383,1.5640090075997772,133.44131368205615,-13108.922321738817
2030-02-01,5.211201432035969,3.542101748508472,1.669099683527497,148.7747292899234,-12960.147592448893
2030-03-01,5.2131816400457,3.7183062102260966,1.494875429819603,142.4829652216872,-12817.664627227206
2030-04-01,5.150072371685128,5.345240907182511,-0.1951685354973831,-37.16440475393236,-12854.829031981139
2030-05-01,4.746078909079081,6.788705103937339,-2.042626194858258,-772.6313006534692,-13627.460332634608
2030-06-01,4.464203238023404,6.869182438695418,-2.404979200672014,-875.3098163080065,-14502.770148942614
2030-07-01,4.75198942687477,6.772030358734531,-2.0200409318597607,-757.2683069587401,-15260.038455901355
2030-08-01,4.710689611450653,6.798081055637392,-2.087391444186739,-784.9972555285188,-16045.035711429873
2030-09-01,4.727507459648468,6.865706809366949,-2.138199349718481,-845.8097854149715,-16890.845496844846
2030-10-01,4.764888256256639,5.163585464062061,-0.39869720780542206,-57.47202982883017,-16948.317526673676
