Time,log_flow_salt_upstream,log_flow_salt_downstream,difference_log_flow,difference_flow,CumDiff_flow
2026-06-01,4.7977665545719725,6.868306297911495,-2.0705397433395225,-840.0796647348852,-840.0796647348852
2026-07-01,5.20423335287671,6.812227775149291,-1.6079944222725802,-726.8521054074788,-1566.931770142364
2026-08-01,5.479642787522587,6.83548077160629,-1.3558379840837036,-690.5144468351932,-2257.446216977557
2026-09-01,5.1479003122560165,6.834468298635988,-1.6865679863799716,-757.2642732716077,-3014.7104902491646
2026-10-01,4.761569456735195,5.991200670450752,-1.2296312137155567,-282.96516582415404,-3297.675656073319
2026-11-01,4.981346409430794,3.4230050148998226,1.5583413945309719,115.00896692183656,-3182.6666891514824
2026-12-01,5.130826842730732,3.2536164506579603,1.8772103920727718,143.27314814740825,-3039.393541004074
2027-01-01,5.20291863982048,3.4768262452315297,1.72609239458895,149.44521690618387,-2889.9483240978902
2027-02-01,5.27417277573945,3.2991220283011593,1.9750507474382903,168.14006636689498,-2721.808257730995
2027-03-01,5.517304386356027,3.481290923845344,2.036013462510683,216.4613715651248,-2505.3468861658703
2027-04-01,5.3738284996170265,5.708858228755579,-0.33502972913855267,-85.83955047945813,-2591.1864366453283
2027-05-01,4.8814085658669955,6.673007208254522,-1.7915986423875268,-658.9538376690904,-3250.1402743144185
2027-06-01,4.569152301124433,6.858765005471523,-2.28961270434709,-855.7280870054694,-4105.868361319888
2027-07-01,4.816289396789624,6.86522789487147,-2.0489384980818466,-834.8582633368958,-4940.726624656784
2027-08-01,4.500851584973521,6.810428903078406,-2.3095773181048846,-817.1660288670779,-5757.8926535238625
2027-09-01,4.449471795919408,6.758968034146366,-2.3094962382269584,-776.1707102344292,-6534.063363758291
2027-10-01,4.641659593669202,5.565298126059299,-0.9236385323900969,-157.48673174368386,-6691.550095501975
2027-11-01,4.853062406676495,3.564468745887227,1.2885936607892678,92.81149831636263,-6598.738597185613
2027-12-01,4.999868705830272,3.1808325976524925,1.8190361081777793,124.32689143943722,-6474.411705746175
2028-01-01,5.18117806035438,3.153404853190882,2.027773207163498,154.47659953717195,-6319.935106209004
2028-02-01,5.213503545157538,3.4798708584812084,1.7336326866763296,151.28113108354614,-6168.653975125458
2028-03-01,5.261142455080595,3.565763972610844,1.695378482469751,157.33505632211828,-6011.318918803339
2028-04-01,5.330844221811077,4.034307554046206,1.2965366677648706,150.10854630818488,-5861.210372495155
2028-05-01,4.876611453749204,6.768162695538409,-1.8915512417892053,-738.5271163504838,-6599.737488845639
2028-06-01,4.490957227377322,6.859118183317579,-2.368160955940257,-863.3199468572207,-7463.05743570286
2028-07-01,4.648813308022103,6.867112151817578,-2.218298843795475,-855.7107789944104,-8318.768214697271
2028-08-01,4.837083132693126,6.802119458116343,-1.9650363254232177,-773.6512645186298,-9092.419479215901
2028-09-01,4.567195903911173,6.8577434999076265,-2.290547595996453,-854.9444499457418,-9947.363929161644
2028-10-01,4.695473061042091,5.3058063201389025,-0.6103332590968114,-92.05283998830393,-10039.416769149948
2028-11-01,4.902642002127449,3.207928213665789,1.6947137884616597,109.91724026939654,-9929.499528880551
2028-12-01,5.009418854638965,3.103479154154034,1.905939700484931,127.5423291362952,-9801.957199744256
2029-01-01,5.107561294338606,3.32725832546955,1.7803029688690564,137.40497711493651,-9664.55222262932
2029-02-01,5.14837224520059,3.6836816030962267,1.464690642104363,132.35841706564443,-9532.193805563675
2029-03-01,5.184414156195734,4.039121252274409,1.1452929039213249,121.6924355589064,-9410.501370004768
2029-04-01,5.1361215492796966,4.193765161658089,0.9423563876216079,103.78309194055205,-9306.718278064216
2029-05-01,4.732280423244004,6.781998872021607,-2.049718448777603,-768.275409188447,-10074.993687252663
2029-06-01,4.492661768235245,6.85122119864244,-2.358559430407195,-855.6752943512893,-10930.668981603952
2029-07-01,4.451115173546282,6.836880829112919,-2.3857656555666367,-845.8563584633669,-11776.52534006732
2029-08-01,4.717573219317854,6.860870365525347,-2.143297146207493,-842.3008315832084,-12618.826171650528
2029-09-01,4.719707527531012,6.8643384808792245,-2.144630953348212,-845.3767662708465,-13464.202937921375
2029-10-01,4.623649497223067,5.2447124264128995,-0.6210629291898329,-87.69618353727923,-13551.899121458653
2029-11-01,4.815168431620951,4.282347910459597,0.5328205211613541,50.9573361961433,-13500.94178526251
2029-12-01,4.898532910420745,3.2342101263647227,1.6643227840560226,108.70659711828955,-13392.235188144221
2030-01-01,5.045347789201895,3.1298636773554267,1.9154841118464687,132.4274393657421,-13259.80774877848
2030-02-01,5.117756444958064,4.112632226954052,1.0051242180040125,105.85300985266159,-13153.954738925819
2030-03-01,5.165871966452691,3.912172617283778,1.2536993491689135,125.18267077330076,-13028.772068152517
2030-04-01,5.018332197635677,5.078930471400291,-0.06059827376461424,-9.443205272207933,-13038.215273424725
2030-05-01,4.722269271289002,6.788956879662069,-2.0666876083730674,-775.5637195688664,-13813.778992993592
2030-06-01,4.450262243810096,6.8697432670808345,-2.4194810232707384,-877.0519748649632,-14690.830967858556
2030-07-01,4.858454856409941,6.753275168659531,-1.89482031224959,-728.035539522362,-15418.866507380917
2030-08-01,4.930648056660126,6.854592414989336,-1.9239443583292095,-809.7563489348556,-16228.622856315773
2030-09-01,4.957541796273474,6.8561078257838926,-1.8985660295104188,-807.419906927159,-17036.04276324293
2030-10-01,4.967836932280105,5.397070920214727,-0.4292339879346221,-77.04316384040641,-17113.08592708334
2030-11-01,5.001995632989634,3.4858685408335277,1.5161270921561063,116.05885969912104,-16997.027067384217
2030-12-01,5.206660289699633,2.9366453359952662,2.2700149537043663,163.63110070886705,-16833.39596667535
2031-01-01,5.255160992513619,3.1019446506286643,2.1532163418849546,169.3111613207171,-16664.084805354632
2031-02-01,5.2318489063025515,3.9304921747930748,1.3013567315094767,136.20644641291221,-16527.87835894172
2031-03-01,5.24530927266501,3.5668793808588335,1.6784298918061769,154.26853514085565,-16373.609823800865
2031-04-01,5.249911104077666,4.23604135824208,1.0138697458355859,121.41569450632578,-16252.19412929454
