time,value
1934-10-01,956.3870967741935
1934-11-01,408.3666666666667
1934-12-01,53.29032258064516
1935-01-01,9.580645161290322
1935-02-01,21.892857142857142
1935-03-01,32.41935483870968
1935-04-01,684.0
1935-05-01,1215.032258064516
1935-06-01,1771.0
1935-07-01,1899.032258064516
1935-08-01,919.0
1935-09-01,1473.3333333333333
1935-10-01,1076.6129032258063
1935-11-01,646.1
1935-12-01,374.64516129032256
1936-01-01,400.4193548387097
1936-02-01,31.586206896551722
1936-03-01,623.7096774193549
1936-04-01,1188.0666666666666
1936-05-01,1620.0
1936-06-01,2055.0
1936-07-01,1865.9032258064517
1936-08-01,1313.1612903225807
1936-09-01,1940.0
1936-10-01,991.9032258064516
1936-11-01,669.2
1936-12-01,293.64516129032256
1937-01-01,24.032258064516128
1937-02-01,99.82142857142857
1937-03-01,20.225806451612904
1937-04-01,806.5333333333333
1937-05-01,1952.9032258064517
1937-06-01,2062.0
1937-07-01,2510.0
1937-08-01,2737.0967741935483
1937-09-01,2451.3333333333335
1937-10-01,1157.0645161290322
1937-11-01,651.0333333333333
1937-12-01,218.48387096774192
1938-01-01,190.38709677419354
1938-02-01,296.0
1938-03-01,294.51612903225805
1938-04-01,1577.9
1938-05-01,1613.8709677419354
1938-06-01,2024.6666666666667
1938-07-01,2002.5806451612902
1938-08-01,1720.5483870967741
1938-09-01,2114.0
1938-10-01,1044.0967741935483
1938-11-01,640.7333333333333
1938-12-01,123.0
1939-01-01,33.0
1939-02-01,229.53571428571428
1939-03-01,473.2258064516129
1939-04-01,1103.3
1939-05-01,1255.1935483870968
1939-06-01,1471.6666666666667
1939-07-01,1539.032258064516
1939-08-01,1114.9354838709678
1939-09-01,195.7
1939-10-01,680.1612903225806
1939-11-01,493.76666666666665
1939-12-01,373.2258064516129
1940-01-01,72.25806451612904
1940-02-01,21.0
1940-03-01,737.3870967741935
1940-04-01,935.2666666666667
1940-05-01,955.258064516129
1940-06-01,1129.3333333333333
1940-07-01,1118.8709677419354
1940-08-01,602.3870967741935
1940-09-01,563.8333333333334
1940-10-01,77.48387096774194
1940-11-01,122.96666666666667
1940-12-01,11.903225806451612
1941-01-01,10.806451612903226
1941-02-01,8.821428571428571
1941-03-01,8.870967741935484
1941-04-01,2438.133333333333
1941-05-01,5716.129032258064
1941-06-01,1691.6666666666667
1941-07-01,1636.0967741935483
1941-08-01,1746.4516129032259
1941-09-01,1601.9
1941-10-01,1111.0645161290322
1941-11-01,770.5333333333333
1941-12-01,472.16129032258067
1942-01-01,403.9032258064516
1942-02-01,1061.392857142857
1942-03-01,831.3870967741935
1942-04-01,916.9666666666667
1942-05-01,1365.8064516129032
1942-06-01,1551.0
1942-07-01,1721.6129032258063
1942-08-01,1764.8387096774193
1942-09-01,1908.6666666666667
1942-10-01,1225.774193548387
1942-11-01,758.8333333333334
1942-12-01,729.1935483870968
1943-01-01,69.25806451612904
1943-02-01,451.64285714285717
1943-03-01,431.3225806451613
1943-04-01,951.7666666666667
1943-05-01,1335.8064516129032
1943-06-01,2036.0
1943-07-01,1863.8709677419354
1943-08-01,1008.516129032258
1943-09-01,1510.0666666666666
1943-10-01,1176.6774193548388
1943-11-01,901.6
1943-12-01,528.1935483870968
1944-01-01,208.4516129032258
1944-02-01,326.1034482758621
1944-03-01,241.8709677419355
1944-04-01,293.6
1944-05-01,1009.0
1944-06-01,1244.8333333333333
1944-07-01,1372.5806451612902
1944-08-01,1088.8064516129032
1944-09-01,1732.1
1944-10-01,1313.5483870967741
1944-11-01,606.1
1944-12-01,519.3548387096774
1945-01-01,34.483870967741936
1945-02-01,403.2142857142857
1945-03-01,319.4193548387097
1945-04-01,616.2
1945-05-01,1115.3548387096773
1945-06-01,1305.6666666666667
1945-07-01,1384.032258064516
1945-08-01,1113.774193548387
1945-09-01,1807.6666666666667
1945-10-01,1228.3870967741937
1945-11-01,1081.9333333333334
1945-12-01,647.8709677419355
1946-01-01,39.38709677419355
1946-02-01,761.7142857142857
1946-03-01,1423.032258064516
1946-04-01,989.2666666666667
1946-05-01,1317.4193548387098
1946-06-01,1677.0
1946-07-01,1191.0645161290322
1946-08-01,1200.2903225806451
1946-09-01,1141.0333333333333
1946-10-01,1148.741935483871
1946-11-01,524.8666666666667
1946-12-01,662.0
1947-01-01,396.61290322580646
1947-02-01,478.85714285714283
1947-03-01,704.7741935483871
1947-04-01,911.1333333333333
1947-05-01,749.2258064516129
1947-06-01,1016.4
1947-07-01,910.3548387096774
1947-08-01,852.0
1947-09-01,991.9333333333333
1947-10-01,562.1935483870968
1947-11-01,304.1666666666667
1947-12-01,338.83870967741933
1948-01-01,160.61290322580646
1948-02-01,393.6551724137931
1948-03-01,446.741935483871
1948-04-01,673.4666666666667
1948-05-01,907.1935483870968
1948-06-01,1061.7
1948-07-01,1042.1612903225807
1948-08-01,1029.8064516129032
1948-09-01,1154.3
1948-10-01,629.6451612903226
1948-11-01,483.3
1948-12-01,352.03225806451616
1949-01-01,10.806451612903226
1949-02-01,13.0
1949-03-01,9.709677419354838
1949-04-01,9.533333333333333
1949-05-01,10.161290322580646
1949-06-01,830.2333333333333
1949-07-01,1202.3870967741937
1949-08-01,1072.967741935484
1949-09-01,883.7
1949-10-01,537.516129032258
1949-11-01,571.4
1949-12-01,222.2258064516129
1950-01-01,17.483870967741936
1950-02-01,42.17857142857143
1950-03-01,737.4516129032259
1950-04-01,1114.0666666666666
1950-05-01,1002.4193548387096
1950-06-01,1246.6
1950-07-01,1092.0
1950-08-01,1137.5483870967741
1950-09-01,1163.7333333333333
1950-10-01,619.258064516129
1950-11-01,253.0
1950-12-01,287.258064516129
1951-01-01,57.16129032258065
1951-02-01,56.214285714285715
1951-03-01,768.9032258064516
1951-04-01,633.6333333333333
1951-05-01,402.4516129032258
1951-06-01,1242.6666666666667
1951-07-01,1404.0
1951-08-01,982.741935483871
1951-09-01,10.326666666666666
1951-10-01,4.406451612903226
1951-11-01,1.3966666666666667
1951-12-01,297.8354838709677
1952-01-01,3.019354838709677
1952-02-01,1.7482758620689656
1952-03-01,3.8483870967741933
1952-04-01,3.4866666666666664
1952-05-01,241.23870967741934
1952-06-01,346.12666666666667
1952-07-01,1041.3225806451612
1952-08-01,1355.8064516129032
1952-09-01,1017.6666666666666
1952-10-01,63.91612903225807
1952-11-01,1.3633333333333333
1952-12-01,0.041935483870967745
1953-01-01,0.0
1953-02-01,278.89285714285717
