time,value
1945-08-01,221.6
1945-09-01,147.1
1945-10-01,228.25806451612902
1945-11-01,223.66666666666666
1945-12-01,345.61290322580646
1946-01-01,302.741935483871
1946-02-01,264.82142857142856
1946-03-01,279.48387096774195
1946-04-01,787.0
1946-05-01,140.38709677419354
1946-06-01,102.3
1946-07-01,183.03225806451613
1946-08-01,396.9032258064516
1946-09-01,308.93333333333334
1946-10-01,192.5483870967742
1946-11-01,442.06666666666666
1946-12-01,516.6451612903226
1947-01-01,369.51612903225805
1947-02-01,324.32142857142856
1947-03-01,229.03225806451613
1947-04-01,173.83333333333334
1947-05-01,147.41935483870967
1947-06-01,102.76666666666667
1947-07-01,118.87096774193549
1947-08-01,380.51612903225805
1947-09-01,269.93333333333334
1947-10-01,201.38709677419354
1947-11-01,239.03333333333333
1947-12-01,299.3225806451613
1948-01-01,260.3225806451613
1948-02-01,341.1034482758621
1948-03-01,912.1935483870968
1948-04-01,829.9666666666667
1948-05-01,138.70967741935485
1948-06-01,108.06666666666666
1948-07-01,147.06451612903226
1948-08-01,312.4193548387097
1948-09-01,116.2
1948-10-01,168.25806451612902
1948-11-01,230.36666666666667
1948-12-01,348.5806451612903
1949-01-01,966.4193548387096
1949-02-01,1190.4285714285713
1949-03-01,2686.967741935484
1949-04-01,1642.2666666666667
1949-05-01,195.3548387096774
1949-06-01,173.06666666666666
1949-07-01,184.70967741935485
1949-08-01,209.6451612903226
1949-09-01,283.3
1949-10-01,549.8709677419355
1949-11-01,261.8666666666667
1949-12-01,299.7096774193548
1950-01-01,308.258064516129
1950-02-01,974.3214285714286
1950-03-01,509.4193548387097
1950-04-01,187.63333333333333
1950-05-01,133.74193548387098
1950-06-01,101.16666666666667
1950-07-01,310.2258064516129
1950-08-01,194.29032258064515
1950-09-01,152.46666666666667
1950-10-01,154.74193548387098
1950-11-01,204.9
1950-12-01,227.32258064516128
1951-01-01,249.03225806451613
1951-02-01,262.0357142857143
1951-03-01,261.0
1951-04-01,207.36666666666667
1951-05-01,263.19354838709677
1951-06-01,94.56666666666666
1951-07-01,94.45161290322581
1951-08-01,1184.483870967742
1951-09-01,279.6
1951-10-01,221.70967741935485
1951-11-01,280.26666666666665
1951-12-01,1730.1612903225807
1952-01-01,2255.1935483870966
1952-02-01,416.1034482758621
1952-03-01,1864.5806451612902
1952-04-01,2473.766666666667
1952-05-01,312.61290322580646
1952-06-01,107.73333333333333
1952-07-01,126.54838709677419
1952-08-01,211.74193548387098
1952-09-01,270.1
1952-10-01,187.70967741935485
1952-11-01,298.56666666666666
1952-12-01,326.9032258064516
1953-01-01,412.06451612903226
1953-02-01,243.71428571428572
1953-03-01,314.61290322580646
1953-04-01,176.3
1953-05-01,161.0
1953-06-01,101.16666666666667
1953-07-01,429.51612903225805
1953-08-01,418.2903225806452
1953-09-01,181.83333333333334
1953-10-01,163.8709677419355
1953-11-01,201.46666666666667
1953-12-01,240.51612903225808
1954-01-01,253.06451612903226
1954-02-01,253.53571428571428
1954-03-01,1948.967741935484
1954-04-01,625.0
1954-05-01,129.51612903225808
1954-06-01,99.76666666666667
1954-07-01,298.51612903225805
1954-08-01,339.7096774193548
1954-09-01,252.93333333333334
1954-10-01,198.4516129032258
1954-11-01,215.06666666666666
1954-12-01,239.19354838709677
1955-01-01,284.83870967741933
1955-02-01,267.64285714285717
1955-03-01,362.06451612903226
1955-04-01,178.73333333333332
1955-05-01,135.25806451612902
1955-06-01,316.3333333333333
1955-07-01,331.5806451612903
1955-08-01,841.1935483870968
1955-09-01,141.63333333333333
1955-10-01,182.70967741935485
1955-11-01,220.9
1955-12-01,283.64516129032256
1956-01-01,250.03225806451613
1956-02-01,243.27586206896552
1956-03-01,205.09677419354838
1956-04-01,185.73333333333332
1956-05-01,117.2258064516129
1956-06-01,86.8
1956-07-01,205.3548387096774
1956-08-01,189.16129032258064
