time,temp_maricopa,precip_maricopa,Temp_Salt,Temp_Verde,Precip_Salt,Precip_Verde,flow_verde_downstream,flow_salt_upstream,flow_salt_downstream,flow_verde_upstream,ama_quantity
1901-03-01,14.377402,17077.56,5.304822,6.444317,20314.062,15066.307,,,,,
1901-04-01,17.343424,1346.8232,6.945316,9.597046,7099.409,4150.8145,,,,,
1901-05-01,22.445375,2289.165,13.769506,15.285523,24738.934,16807.441,,,,,
1901-06-01,26.242819,0.25390625,18.244585,19.333025,303.49316,855.3096,,,,,
1901-07-01,32.190876,21230.8,23.61227,25.079466,55534.227,29818.676,,,,,
1901-08-01,30.949566,36284.49,22.053339,23.574905,30962.52,37604.785,,,,,
1901-09-01,25.854689,1838.457,18.06354,18.679548,10792.872,1195.5615,,,,,
1901-10-01,21.176369,17720.936,12.835408,13.484836,25673.842,20163.97,,,,,
1901-11-01,16.309849,5785.923,8.493825,8.981677,9117.6455,15590.051,,,,,
1901-12-01,9.8091955,157.6709,2.9196892,3.6630175,8797.078,317.58887,,,,,
1902-01-01,10.284474,34580.926,2.904711,2.6816177,27427.205,31890.322,,,,,
1902-02-01,12.187062,5208.627,4.668906,4.8564057,13002.636,19540.98,,,,,
1902-03-01,12.910343,18633.96,4.700445,4.253251,11292.602,30377.246,,,,,
1902-04-01,19.524698,357.81445,11.898905,12.172447,248.70215,3978.5684,,,,,
1902-05-01,22.740301,2596.755,14.645402,14.749762,25832.023,5807.798,,,,,
1902-06-01,28.385244,1055.9824,21.223705,21.709112,5093.416,349.4795,,,,,
1902-07-01,29.417236,9886.413,21.300854,22.350445,20821.986,13182.129,,,,,
1902-08-01,30.040413,25495.488,21.607489,22.09487,42243.555,50633.227,,,,,
1902-09-01,26.740105,25717.863,18.190565,19.158434,39017.1,20446.0,,,,,
1902-10-01,21.69924,1536.8652,13.257961,13.871528,2970.5586,288.9619,,,,,
1902-11-01,13.85296,52045.508,5.988725,4.888299,42792.094,54881.04,,,,,
1902-12-01,10.037829,47587.227,2.8443718,2.203546,55505.156,28568.61,,,,,
1903-01-01,10.325302,2188.2412,2.6247406,2.8468008,3902.9707,7989.7227,,,,,
1903-02-01,9.094079,22624.035,0.42712656,1.1251872,42105.64,38386.203,,,,,
1903-03-01,14.095596,21607.299,6.4679327,6.5628657,37347.305,36253.14,,,,,
1903-04-01,17.457516,6478.574,10.430922,9.817931,4196.0586,14437.337,,,,,
1903-05-01,22.413685,1390.2451,14.349544,14.278861,12242.865,5735.839,,,,,
1903-06-01,27.296432,4414.866,19.430506,19.824476,31932.664,14479.97,,,,,
1903-07-01,31.252953,23151.234,23.059336,22.465492,21951.771,43200.54,,,,,
1903-08-01,31.50191,26196.312,22.486467,22.956633,49480.508,34961.246,,,,,
1903-09-01,26.919943,61825.418,17.549099,17.916529,41196.254,58885.066,,,,,
1903-10-01,21.646286,124.87598,11.681442,12.814852,14.075195,2433.4678,,,,,
1903-11-01,15.772389,0.0,8.198734,9.492997,0.0,0.0,,,,,
1903-12-01,10.22567,3378.1953,2.9783266,3.1238003,4358.1973,681.43164,,,,,
1904-01-01,8.886206,5827.6416,0.4122719,0.77826995,11437.804,6026.1006,236.7741935483871,,,,
1904-02-01,14.3369465,13021.986,6.591203,6.8466077,13666.66,13582.544,226.31034482758625,,,,
1904-03-01,17.277546,7012.3086,8.836679,8.737621,8067.426,14928.831,184.03225806451613,,,,
1904-04-01,19.55174,28.131836,11.181077,11.063109,869.83984,1075.0176,118.53333333333332,,,,
1904-05-01,23.760143,2218.1162,15.238901,15.235604,8276.786,13574.983,126.29032258064515,,,,
1904-06-01,28.326347,144.15527,19.755432,20.092323,1258.2832,2328.956,62.93333333333333,,,,
1904-07-01,29.67447,70048.16,22.14998,23.064327,37633.7,61697.914,729.0967741935484,,,,
1904-08-01,30.21657,83169.195,21.287529,21.455025,83488.26,105529.58,1624.6774193548388,,,,
1904-09-01,26.73099,14574.099,17.919687,18.358852,17260.13,11822.827,481.6,,,,
1904-10-01,20.539032,3536.2754,12.404713,12.769616,23206.1,4200.9727,188.06451612903223,,,,
1904-11-01,15.197229,47.89453,6.894761,8.788058,188.23242,0.12695312,209.63333333333333,,,,
1904-12-01,10.6978855,18256.393,3.3092673,3.258038,33880.22,16001.445,240.9032258064516,,,,
1905-01-01,11.688214,103755.29,4.7225704,4.1726418,86090.08,99034.7,1419.9354838709678,,,,
1905-02-01,12.597644,163945.7,5.2151046,3.5811267,130519.41,146918.88,7713.0,,,,
1905-03-01,15.2323675,118036.83,7.364544,6.9901023,131427.08,118415.266,8780.645161290322,,,,
1905-04-01,17.58106,46473.883,9.359098,9.41132,68209.484,73610.78,5225.666666666667,,,,
1905-05-01,20.517818,1800.2266,13.1901455,12.266049,4878.584,19116.316,832.516129032258,,,,
1905-06-01,27.955057,4570.287,18.993164,19.328943,10671.71,1832.419,282.56666666666666,,,,
1905-07-01,31.228964,11910.464,21.492374,23.127138,33328.95,27527.97,245.3548387096774,,,,
1905-08-01,32.24864,17052.406,21.910751,22.748919,41330.133,57510.402,566.7741935483871,,,,
1905-09-01,28.63222,39344.164,18.704412,19.574453,58162.12,57863.74,771.3333333333334,,,,
1905-10-01,21.32158,430.39355,12.1854515,12.875194,4199.2305,2758.416,543.516129032258,,,,
1905-11-01,14.769766,116842.39,6.8287873,6.4855566,119256.75,136868.28,3432.7,,,,
1905-12-01,9.214324,22746.834,0.28444687,0.6175738,39834.906,32795.68,875.0967741935484,,,,
1906-01-01,9.717281,9375.678,1.1597078,1.4909506,23289.432,25821.41,811.8387096774194,,,,
1906-02-01,13.744638,37704.227,5.6160827,5.5262856,26530.613,29738.209,1201.821428571429,,,,
1906-03-01,14.885937,35134.03,7.1310344,6.706494,57971.625,95989.06,5467.5161290322585,,,,
1906-04-01,17.683323,19285.133,9.638405,9.971109,21653.809,30390.363,1029.1333333333334,,,,
1906-05-01,22.299946,518.81836,14.085589,13.85678,3724.914,7447.2656,246.8709677419355,,,,
1906-06-01,27.870705,0.0,18.540014,19.006855,0.0,0.9042969,149.86666666666667,,,,
1906-07-01,32.15119,30663.29,22.241142,22.856749,51935.605,56142.703,233.7741935483871,,,,
1906-08-01,30.419546,132629.98,19.75555,20.984396,78209.695,81339.984,742.9032258064516,,,,
1906-09-01,26.766691,537.9668,16.922787,17.999527,22014.234,6240.674,210.76666666666668,,,,
1906-10-01,20.924938,509.3662,11.985931,13.017124,4413.6055,1311.7256,181.29032258064515,,,,
1906-11-01,13.446329,39420.656,7.009186,4.5726953,33653.785,56634.79,311.96666666666664,,,,
1906-12-01,11.622326,96884.19,5.2607107,4.033989,123145.09,106043.195,2641.2903225806454,,,,
1907-01-01,10.619303,49255.98,3.6842265,1.764916,58114.773,69954.47,2429.3548387096776,,,,
1907-02-01,14.383341,13218.811,6.208575,7.449593,20385.203,33728.293,2618.928571428572,,,,
1907-03-01,14.883668,35618.805,7.9125156,7.199833,28097.645,51524.586,3766.967741935484,,,,
1907-04-01,19.69319,6473.9277,10.954907,11.33561,23279.598,22243.262,838.1333333333333,,,,
1907-05-01,21.64148,10968.398,12.961834,12.928337,25856.797,15225.913,251.29032258064515,,,,
1907-06-01,26.062098,2960.4854,16.814919,17.630709,6698.048,4397.343,208.86666666666667,,,,
1907-07-01,31.374773,51390.758,21.729212,22.874466,43340.03,43746.65,217.16129032258064,,,,
1907-08-01,30.511576,54041.12,20.676981,21.547062,100244.59,43297.97,430.2903225806452,,,,
1907-09-01,27.98403,3869.5996,17.762299,18.844027,11651.683,26725.64,403.8666666666667,,,,
1907-10-01,21.411572,68478.766,12.653063,13.20829,73407.76,83489.3,614.258064516129,,,,
1907-11-01,15.283673,6229.367,6.301528,6.390301,19404.309,18386.592,375.2,,,,
1907-12-01,11.02388,317.50488,3.5787814,4.2278905,986.35156,1557.6416,323.38709677419354,,,,
1908-01-01,11.163719,21577.074,3.5525656,3.5432627,18713.715,28629.389,306.48387096774195,,,,
1908-02-01,11.964557,72637.82,3.9398673,4.1624346,77042.17,76862.5,1972.551724137931,,,,
1908-03-01,16.110394,18872.414,7.4965844,8.018061,27711.973,31849.625,1395.4193548387098,,,,
1908-04-01,19.775642,22890.875,10.258329,10.715915,14995.044,25639.973,301.1666666666667,,,,
1908-05-01,21.809652,1462.2705,12.643669,12.837672,8301.418,17049.838,443.3225806451613,,,,
1908-06-01,27.285803,1391.916,18.279888,18.726068,1349.3994,348.98828,145.63333333333333,,,,
1908-07-01,31.656021,60093.543,21.73186,22.902271,78142.15,91811.42,462.483870967742,,,,
1908-08-01,31.277727,33978.93,20.656052,21.538538,84078.94,55204.547,879.8709677419355,,,,
1908-09-01,27.374605,25828.52,17.478975,18.153627,12641.985,23202.25,356.4,,,,
1908-10-01,19.175024,19046.3,10.460795,11.238122,11452.108,26062.14,264.741935483871,,,,
1908-11-01,16.024336,6939.589,6.6447845,6.779821,15756.524,12482.861,281.46666666666664,,,,
1908-12-01,11.150118,102430.28,2.8445718,2.6720994,77656.64,123918.195,3128.6774193548385,,,,
1909-01-01,12.507117,21636.184,4.068609,4.5925107,33244.258,48681.78,1760.4193548387098,,,,
1909-02-01,11.666897,28719.47,2.356153,3.404604,52600.293,53282.617,1458.7142857142858,,,,
1909-03-01,13.206764,34796.78,3.7581563,4.9743924,47979.293,45500.62,2029.354838709677,,,,
1909-04-01,18.944902,815.54297,7.9894857,10.472762,7004.6553,4709.1387,1257.9,,,,
1909-05-01,21.896328,35.41797,13.214264,13.862272,227.25293,2071.1885,199.9032258064516,,,,
1909-06-01,28.682219,441.32812,19.926313,20.350475,2212.707,2358.0205,135.23333333333332,,,,
1909-07-01,31.609297,45166.742,22.450598,22.97367,37467.746,45607.855,379.03225806451616,,,,
1909-08-01,30.173277,93689.14,20.725885,21.542143,63706.95,106999.03,1254.7096774193549,,,,
1909-09-01,27.14237,29015.826,17.417614,17.795244,35844.52,26216.672,475.2,,,,
1909-10-01,21.120104,0.0,12.491774,13.767457,17.458984,202.73047,160.16129032258064,,,,
1909-11-01,14.823662,19799.191,7.209305,7.948626,16456.623,24153.465,221.13333333333333,,,,
1909-12-01,8.631683,40464.68,0.43010157,-0.6561864,33259.99,53395.656,354.2258064516129,,,,
1910-01-01,10.062275,34932.285,2.753325,2.0672665,47546.758,60932.312,,,,,
1910-02-01,11.592323,796.99805,3.5203345,4.032384,2876.5078,4805.751,,,,,
1910-03-01,18.308659,16277.823,9.659119,10.1373415,15313.684,38288.152,,,,,
1910-04-01,20.562235,3704.4502,11.037807,12.388414,15426.332,9994.948,,,,,
1910-05-01,25.482239,170.69238,16.148294,17.374132,4207.079,17.075195,,,,,
1910-06-01,29.18954,3606.1367,20.090202,20.772873,7058.2676,9449.084,,,,,
1910-07-01,31.923548,33328.676,22.616495,23.547167,36980.242,33842.195,,,,,
1910-08-01,31.661999,41468.016,22.130878,23.110708,52929.168,46255.492,,,,,
1910-09-01,29.45227,2423.958,19.690685,20.84666,4994.9834,5670.199,,,,,
1910-10-01,21.839636,3809.1426,12.689772,13.599949,9702.738,17743.582,,,,,
1910-11-01,15.701008,77458.03,7.2519765,8.674703,42194.78,50850.133,,,,,
1910-12-01,12.2943125,11590.8,4.320086,5.106174,12324.798,23598.963,,,,,
1911-01-01,12.682574,68877.91,4.5421143,4.693813,60626.64,87810.59,,,,,
1911-02-01,11.505753,35107.973,3.436975,3.064609,58289.535,50638.562,,,,,
1911-03-01,16.648378,19132.309,8.67747,8.939176,34576.164,52935.734,,,,,
1911-04-01,18.923067,2189.8037,9.905514,10.568724,15928.6455,5091.913,,,,,
1911-05-01,22.69874,1.5146484,13.8637295,14.138979,130.26758,352.46875,,,,,
1911-06-01,28.272778,1963.3672,18.441236,19.421923,13485.466,8723.394,,,,,
1911-07-01,30.688122,115407.414,20.332129,21.752533,88893.16,94107.67,,,,,
1911-08-01,31.194021,35174.53,21.131464,21.783787,35862.617,51984.703,,,,,
1911-09-01,27.779257,39468.234,19.249815,19.15412,53077.39,50974.906,,,,,
1911-10-01,20.432434,54857.086,11.926702,12.551247,71432.08,57772.29,,,,,
1911-11-01,14.005758,41.94922,5.6470733,6.121184,459.89746,84.32129,,,,,
1911-12-01,7.154894,6041.5654,-0.34905937,0.023325928,17262.656,10450.274,,,,,
1912-01-01,11.263934,0.0,1.6063343,3.968822,265.83008,387.5918,,,,,
1912-02-01,12.162257,396.4082,3.7789733,5.165767,5237.5967,827.4824,,,,,
1912-03-01,14.265972,98056.0,6.01183,5.285329,82560.05,107214.125,,,,,
1912-04-01,16.791569,28676.309,7.657545,7.544273,26721.871,40059.77,,,,,
1912-05-01,22.767471,10552.91,13.618997,14.133837,3984.9854,7164.1846,,,,,
1912-06-01,29.520866,4376.747,19.639547,20.02564,11145.729,10114.295,,,,,
1912-07-01,29.507757,66865.586,20.203457,20.805727,82717.14,72830.06,,,,,
1912-08-01,29.279987,61706.48,20.163427,21.142752,51407.062,42688.836,,,,,
1912-09-01,25.24709,1703.6582,15.990521,16.509708,7512.091,3663.5615,,,,,
1912-10-01,19.771841,45220.7,10.850364,10.811362,50986.543,76401.92,,,,,
1912-11-01,14.93196,279.7578,5.7028766,7.574244,700.61816,2128.583,,,,,
1912-12-01,8.551386,26758.852,0.085314065,1.5080105,20262.84,18706.582,,,,,
1913-01-01,7.766006,18787.404,-0.27358595,-0.15167071,18454.615,16930.055,,,,,
1913-02-01,11.424007,80145.8,1.8779532,2.4151855,71700.61,81746.82,,,,,
1913-03-01,12.768034,2496.88,4.4965844,4.5429997,12378.741,12751.653,,,,,
1913-04-01,18.67119,21785.945,9.053726,10.50574,9319.803,6219.301,,,,,
1913-05-01,22.482058,320.6455,13.994402,14.771712,407.44043,0.0,,,,,
1913-06-01,27.36178,952.7549,18.27854,18.44073,4172.245,1033.1494,,,,,
1913-07-01,29.863111,27722.908,20.629538,22.11123,39872.28,42623.414,,,,,
1913-08-01,30.662323,28183.07,20.733023,21.949162,38557.445,55455.918,,,,,
1913-09-01,27.676392,9662.693,16.64655,17.816013,25381.555,38132.496,,,,,
1913-10-01,20.225521,4475.0938,11.569597,11.946814,14985.005,8483.96,204.3548387096774,214.5483870967742,,,
1913-11-01,16.218596,59404.336,7.9668655,8.014231,43204.305,57995.797,338.53333333333336,255.83333333333331,,,
1913-12-01,9.876907,16873.236,0.9335125,1.6849399,33681.152,28929.906,306.4516129032258,339.51612903225805,,,
1914-01-01,11.779287,22408.582,3.7159126,4.3056784,24265.375,50260.254,956.741935483871,379.5806451612903,,,
1914-02-01,12.216107,37569.957,3.9575562,4.198584,26868.77,45324.344,3044.6428571428573,1318.7857142857142,,,
1914-03-01,16.965418,24147.57,7.430933,8.718949,17311.973,13891.295,716.5483870967741,1010.0,,,
1914-04-01,19.716568,2545.4492,11.062811,11.557209,2983.7607,10874.419,251.46666666666667,1065.2,,,
1914-05-01,23.783812,5698.593,15.207347,15.019728,7344.331,6800.7256,153.8709677419355,431.7741935483871,,,
1914-06-01,28.85318,6996.662,19.632494,19.720655,12263.762,20458.05,113.63333333333334,257.1333333333333,,,
1914-07-01,31.478153,30076.674,20.08134,21.847153,85525.69,69935.28,204.0,592.5483870967741,,,
1914-08-01,31.430168,30370.688,21.13706,22.832634,55698.445,34114.8,234.38709677419357,1058.9032258064517,,,
1914-09-01,28.79715,7816.5205,18.476162,19.756922,8697.296,24199.867,229.8,743.2666666666667,,,
1914-10-01,21.742485,89493.984,12.176817,12.702205,54500.047,52131.953,326.93548387096774,642.3870967741935,,,
1914-11-01,17.639877,34772.223,8.0791,9.229092,22085.086,8066.912,269.7333333333333,500.56666666666666,,,
1914-12-01,9.299602,129418.664,1.5348265,0.7360942,81953.64,74017.28,652.0967741935484,2574.322580645161,,,
1915-01-01,9.146574,81455.125,0.63970155,0.7101277,71426.55,77093.6,1242.258064516129,2290.8387096774195,,,
1915-02-01,11.337758,53077.625,2.9300907,3.4570925,55251.324,63622.562,2447.428571428572,3374.285714285714,,,
1915-03-01,14.022215,16141.226,4.832172,6.54002,27766.312,21495.787,3590.967741935484,3724.83870967742,,,
1915-04-01,18.410877,34726.258,9.744199,10.305367,46610.824,65745.54,2180.5,6023.0,,,
1915-05-01,20.907084,8697.923,11.845341,12.0686245,15425.383,18590.996,2662.5806451612902,3693.548387096774,,,
1915-06-01,27.993084,7382.5283,18.366203,18.997267,20229.977,9182.854,206.86666666666667,1228.8333333333333,,,
1915-07-01,30.713633,37758.93,21.05981,22.261822,65207.48,57704.99,326.83870967741933,1461.0,,,
1915-08-01,31.113611,28393.133,20.422884,22.782873,38325.703,33457.992,348.5806451612903,602.483870967742,,,
1915-09-01,26.134968,10681.5,16.49867,17.738039,25214.822,12108.872,231.13333333333333,386.1,,,
1915-10-01,22.146542,464.37988,12.255072,14.018344,5061.2656,2824.1143,177.38709677419354,317.80645161290323,,,
1915-11-01,14.481303,30770.59,6.3637924,7.202715,29123.29,24226.836,248.53333333333333,374.6,,,
1915-12-01,9.956094,103789.29,2.3032563,2.2169216,67518.55,100996.69,392.7096774193548,377.9032258064516,,,
1916-01-01,9.803891,132500.17,2.1183796,0.9012772,153093.5,140964.05,8231.129032258064,15991.258064516129,,,
1916-02-01,14.378971,13885.756,5.9810357,6.9060664,15895.731,21755.629,3765.5172413793102,4486.551724137931,,,
1916-03-01,17.222614,29970.186,8.274054,9.304506,50830.11,48206.797,5183.870967741936,8350.0,,,
1916-04-01,19.360113,7320.1035,10.159319,11.301605,15709.926,8939.129,696.0,4310.333333333333,,,
1916-05-01,22.57184,1621.5537,13.276525,14.035361,5328.661,4471.3936,231.5483870967742,1771.6129032258063,,,
1916-06-01,28.055325,0.0,18.829521,19.950047,0.0,0.0,158.93333333333334,819.8333333333334,,,
1916-07-01,31.12196,47090.08,20.527979,22.742077,59385.965,59254.92,201.0,459.4516129032258,,,
1916-08-01,29.77673,39818.617,19.407043,20.49193,54128.402,64876.734,507.5161290322581,692.1290322580645,,,
1916-09-01,26.6033,89280.24,16.844868,18.203304,36555.04,44942.656,1296.0333333333333,940.1666666666666,,,
1916-10-01,18.585037,32329.121,11.169675,10.842438,69094.82,66754.305,725.8387096774194,1409.5806451612902,,,
1916-11-01,13.154424,0.0,5.263711,5.9408484,53.808594,0.0,326.8333333333333,453.5,,,
1916-12-01,8.12742,22535.691,0.5613344,0.38871145,23029.8,26173.23,340.4516129032258,308.5483870967742,,,
1917-01-01,8.999656,86745.26,1.0519828,-0.638919,69012.21,74133.766,1222.1612903225807,1512.1935483870968,,,
1917-02-01,11.558776,32066.8,2.3679407,2.6793263,45227.35,36657.496,1495.357142857143,1575.0,,,
1917-03-01,12.917932,6154.8096,3.983164,4.023717,930.26074,4149.335,1758.7096774193549,1195.8064516129032,,,
1917-04-01,17.379715,37790.67,8.295702,8.172422,33764.652,83581.984,6002.333333333333,2401.6666666666665,,,
1917-05-01,20.206617,16867.863,10.477131,11.223633,27210.219,31314.184,1253.1612903225807,1207.741935483871,,,
1917-06-01,28.745855,27.09961,19.49374,20.021353,417.81836,428.88867,234.4,478.0,,,
1917-07-01,32.059402,94756.7,22.326633,23.678017,61463.188,73139.31,417.03225806451616,479.03225806451616,,,
1917-08-01,29.821798,15770.247,20.568008,21.581059,20459.822,43314.68,726.516129032258,449.5806451612903,,,
1917-09-01,28.147848,19222.322,17.448118,19.019922,31572.398,30530.46,388.53333333333336,297.7,,,
1917-10-01,22.552822,1165.0283,13.404926,14.181254,777.85254,316.40625,247.0,231.48387096774192,,,
1917-11-01,16.156696,0.0,7.665986,9.25479,0.0,0.734375,243.1,247.2333333333333,,,
1917-12-01,12.433527,0.0,4.7156577,6.1822057,0.0,0.0,265.9032258064516,242.25806451612905,,,
1918-01-01,9.230846,58734.67,0.13796407,1.2968798,60622.707,49111.6,393.9354838709677,274.7741935483871,,,
1918-02-01,12.160054,23330.807,3.8072484,4.351386,41459.883,38103.76,904.5,447.25,,,
1918-03-01,15.758413,46689.844,7.4058795,7.232163,30636.168,91735.625,4612.548387096775,2030.1612903225807,,,
1918-04-01,18.584635,1336.9736,9.700405,9.938261,6732.843,4565.7344,355.2333333333333,674.9333333333333,,,
1918-05-01,21.371674,709.9238,12.766814,13.002342,3545.0303,2802.4258,159.83870967741936,375.5483870967742,,,
1918-06-01,31.078619,9953.652,21.604183,22.891558,20350.432,23614.39,137.3,292.93333333333334,,,
1918-07-01,31.00666,51580.75,21.775198,22.154366,49131.09,42878.484,191.0967741935484,367.2903225806452,,,
1918-08-01,28.628325,86557.484,20.532944,20.770134,53633.49,53522.9,544.5483870967741,392.483870967742,,,
1918-09-01,28.015509,19678.336,19.106663,19.249693,10746.712,11376.705,190.33333333333331,193.76666666666668,,,
1918-10-01,21.719143,16344.958,12.822017,13.541875,19689.262,11306.201,193.38709677419357,183.2258064516129,,,
1918-11-01,13.694378,34674.004,5.0367236,4.881236,53147.742,37190.555,345.8,243.8,,,
1918-12-01,9.485629,62616.684,0.3835125,1.6040579,54859.117,55526.36,457.7741935483871,296.741935483871,,,
1919-01-01,9.689387,15495.354,-1.2349187,0.8887439,14950.77,15310.46,345.4193548387097,253.58064516129036,,,
1919-02-01,9.827418,40517.48,0.16779844,1.0069379,61679.016,59055.918,953.0357142857144,986.25,,,
