time,value
1913-10-01,214.5483870967742
1913-11-01,255.83333333333334
1913-12-01,339.51612903225805
1914-01-01,379.5806451612903
1914-02-01,1318.7857142857142
1914-03-01,1010.0
1914-04-01,1065.2
1914-05-01,431.7741935483871
1914-06-01,257.1333333333333
1914-07-01,592.5483870967741
1914-08-01,1058.9032258064517
1914-09-01,743.2666666666667
1914-10-01,642.3870967741935
1914-11-01,500.56666666666666
1914-12-01,2574.3225806451615
1915-01-01,2290.8387096774195
1915-02-01,3374.285714285714
1915-03-01,3724.8387096774195
1915-04-01,6023.0
1915-05-01,3693.548387096774
1915-06-01,1228.8333333333333
1915-07-01,1461.0
1915-08-01,602.483870967742
1915-09-01,386.1
1915-10-01,317.80645161290323
1915-11-01,374.6
1915-12-01,377.9032258064516
1916-01-01,15991.258064516129
1916-02-01,4486.551724137931
1916-03-01,8350.0
1916-04-01,4310.333333333333
1916-05-01,1771.6129032258063
1916-06-01,819.8333333333334
1916-07-01,459.4516129032258
1916-08-01,692.1290322580645
1916-09-01,940.1666666666666
1916-10-01,1409.5806451612902
1916-11-01,453.5
1916-12-01,308.5483870967742
1917-01-01,1512.1935483870968
1917-02-01,1575.0
1917-03-01,1195.8064516129032
1917-04-01,2401.6666666666665
1917-05-01,1207.741935483871
1917-06-01,478.0
1917-07-01,479.03225806451616
1917-08-01,449.5806451612903
1917-09-01,297.7
1917-10-01,231.48387096774192
1917-11-01,247.23333333333332
1917-12-01,242.25806451612902
1918-01-01,274.7741935483871
1918-02-01,447.25
1918-03-01,2030.1612903225807
1918-04-01,674.9333333333333
1918-05-01,375.5483870967742
1918-06-01,292.93333333333334
1918-07-01,367.2903225806452
1918-08-01,392.48387096774195
1918-09-01,193.76666666666668
1918-10-01,183.2258064516129
1918-11-01,243.8
1918-12-01,296.741935483871
1919-01-01,253.58064516129033
1919-02-01,986.25
1919-03-01,1631.9354838709678
1919-04-01,3657.6666666666665
1919-05-01,1233.0967741935483
1919-06-01,378.43333333333334
1919-07-01,3275.7419354838707
1919-08-01,1611.8387096774193
1919-09-01,802.8333333333334
1919-10-01,469.16129032258067
1919-11-01,2149.5
1919-12-01,4595.096774193548
1920-01-01,2607.483870967742
1920-02-01,9014.137931034482
1920-03-01,2805.3548387096776
1920-04-01,2124.5
1920-05-01,1625.1612903225807
1920-06-01,641.5
1920-07-01,304.83870967741933
1920-08-01,480.4516129032258
1920-09-01,298.73333333333335
1920-10-01,293.4193548387097
1920-11-01,495.6
1920-12-01,326.4193548387097
1921-01-01,317.16129032258067
1921-02-01,369.35714285714283
1921-03-01,394.64516129032256
1921-04-01,318.5
1921-05-01,290.4193548387097
1921-06-01,224.2
1921-07-01,698.8064516129032
1921-08-01,3607.4193548387098
1921-09-01,1076.5
1921-10-01,319.741935483871
1921-11-01,243.46666666666667
1921-12-01,317.61290322580646
1922-01-01,591.7096774193549
1922-02-01,1041.0714285714287
1922-03-01,1994.3548387096773
1922-04-01,1911.3333333333333
1922-05-01,919.3870967741935
1922-06-01,389.23333333333335
1922-07-01,330.48387096774195
1922-08-01,491.64516129032256
1922-09-01,246.66666666666666
1922-10-01,188.58064516129033
1922-11-01,228.53333333333333
1922-12-01,475.03225806451616
1923-01-01,271.64516129032256
1923-02-01,499.60714285714283
1923-03-01,1294.9354838709678
1923-04-01,1224.6666666666667
1923-05-01,639.0322580645161
1923-06-01,247.43333333333334
1923-07-01,360.64516129032256
1923-08-01,881.8064516129032
1923-09-01,1852.0333333333333
1923-10-01,405.96774193548384
1923-11-01,1006.2
1923-12-01,3261.5806451612902
1924-01-01,1197.4516129032259
1924-02-01,526.0
1924-03-01,966.0645161290323
1924-04-01,3161.6666666666665
1924-05-01,1095.3225806451612
1924-06-01,383.93333333333334
1924-07-01,244.67741935483872
1924-08-01,263.4516129032258
1924-09-01,196.76666666666668
1924-10-01,176.03225806451613
1924-11-01,196.5
1924-12-01,222.4516129032258
1925-01-01,202.58064516129033
1925-02-01,227.42857142857142
1925-03-01,966.516129032258
1925-04-01,640.3
1925-05-01,260.38709677419354
1925-06-01,195.23333333333332
1925-07-01,258.64516129032256
1925-08-01,571.6774193548387
1925-09-01,897.6333333333333
1925-10-01,404.93548387096774
1925-11-01,294.1333333333333
1925-12-01,247.3548387096774
1926-01-01,238.96774193548387
1926-02-01,268.67857142857144
1926-03-01,1304.8387096774193
1926-04-01,4245.666666666667
1926-05-01,2013.3870967741937
1926-06-01,464.53333333333336
1926-07-01,327.80645161290323
1926-08-01,332.7096774193548
1926-09-01,326.53333333333336
1926-10-01,250.90322580645162
1926-11-01,254.53333333333333
1926-12-01,375.741935483871
1927-01-01,350.35483870967744
1927-02-01,4549.928571428572
1927-03-01,2300.3225806451615
1927-04-01,2159.0
1927-05-01,1306.483870967742
1927-06-01,528.2666666666667
1927-07-01,338.0
1927-08-01,435.19354838709677
1927-09-01,615.6333333333333
1927-10-01,223.19354838709677
1927-11-01,212.96666666666667
1927-12-01,250.2258064516129
1928-01-01,219.06451612903226
1928-02-01,628.1034482758621
1928-03-01,818.5483870967741
1928-04-01,658.3333333333334
1928-05-01,506.80645161290323
1928-06-01,254.13333333333333
1928-07-01,300.5483870967742
1928-08-01,361.38709677419354
1928-09-01,232.26666666666668
1928-10-01,254.4516129032258
1928-11-01,261.8
1928-12-01,251.3548387096774
1929-01-01,271.1290322580645
1929-02-01,279.07142857142856
1929-03-01,663.0645161290323
1929-04-01,1714.4666666666667
1929-05-01,435.64516129032256
1929-06-01,203.43333333333334
