Time,Temp_Salt_SSP245,Temp_Verde_SSP245,Temp_Maricopa_SSP245,Precip_Salt_SSP585,Precip_Verde_SSP585,Population,IrrigatedLand_Acres,datacenters_TotalMW,datacenters_TotalNum
2030-05-01,14.885097,15.63023,25.135357,2331.3616817814363,85.53791660292518,5269699.931414134,204522.0,3761.0,23.0
2030-06-01,21.205734,22.046873,31.046553,3722.628907760736,1294.7891596136287,5277134.378195196,204522.0,3761.0,23.0
2030-07-01,24.13027,26.042004,35.029182,36587.83877486712,20225.251184981607,5284329.004112354,204522.0,5261.0,24.0
2030-08-01,22.476364,24.43595,33.592777,33346.291283669416,23859.583341682355,5291763.450893416,204522.0,5261.0,24.0
2030-09-01,19.592121,21.53524,30.823227,19520.95882385038,12267.048645106115,5299197.897674479,204522.0,5261.0,24.0
2030-10-01,12.3259735,13.51571,22.816095,15658.872417005476,17895.5341148343,5306392.523591637,204522.0,5261.0,24.0
2030-11-01,7.711151,8.688268,16.989758,7344.626955640706,998.5301234360122,5313826.970372699,204522.0,5261.0,24.0
2030-12-01,1.9609449,2.7752047,11.071709,15879.879416504991,21292.584428899863,5321021.596289856,204522.0,5261.0,24.0
2031-01-01,5.3060107,6.318241,14.470464,9170.88259101074,2966.869448783609,5328456.043070919,204522.0,5261.0,24.0
2031-02-01,4.750572,6.1106873,14.363115,1831.0686816854288,662.7277423927808,5335837.66015214,204522.0,5261.0,24.0
2031-03-01,7.5834823,9.789881,18.307714,9842.067240187316,13061.096815121346,5342504.927193243,204522.0,5261.0,24.0
2031-04-01,9.146406,10.998513,19.279543,6568.249894531618,4222.9111493361415,5349886.544274463,204522.0,5261.0,24.0
2031-05-01,16.489359,17.466408,26.617027,925.9512206870568,65.63830330228484,5357030.044675645,204522.0,5261.0,24.0
2031-06-01,20.732214,22.415977,30.6406,6077.939239733496,929.4546956452904,5364411.661756867,204522.0,5261.0,24.0
2031-07-01,25.201252,27.152039,35.655373,7220.368109478659,2892.9477196571497,5371555.162158048,204522.0,5261.0,24.0
2031-08-01,21.409876,23.467478,32.421806,38976.69032032136,47419.46288990148,5378936.779239269,204522.0,5261.0,24.0
2031-09-01,19.347143,20.825363,30.452312,2605.7129811297277,44.034088588432496,5386318.39632049,204522.0,5261.0,24.0
2031-10-01,13.33613,14.228577,23.160912,9086.967222323436,1510.2032985849291,5393461.896721671,204522.0,5261.0,24.0
2031-11-01,8.520694,10.237975,18.596401,20284.24989202176,25602.81977034174,5400843.5138028925,204522.0,5261.0,24.0
2031-12-01,2.0453956,3.0537136,10.700782,8166.731306056317,5501.200857619324,5407987.014204074,204522.0,5261.0,24.0
2032-01-01,3.6016831,4.820372,12.657989,959.1737946305328,129.043864051755,5415368.631285295,204522.0,5261.0,24.0
2032-02-01,0.42583606,2.5872304,11.118387,7366.912398729619,8316.715862900128,5422656.876047601,204522.0,5261.0,24.0
2032-03-01,12.175565,13.895517,21.577164,675.233239344152,12.452739842046867,5429474.911470403,204522.0,5261.0,24.0
2032-04-01,13.391958,14.352842,22.487572,4620.053794473279,5114.388732106818,5436763.156232708,204522.0,5261.0,24.0
2032-05-01,16.691555,17.413961,25.992237,7032.762352034479,365.91697452504377,5443816.296325263,204522.0,5261.0,24.0
2032-06-01,21.523096,23.426174,31.63001,4706.730900465118,3367.2188457508128,5451104.541087568,204522.0,5261.0,24.0
2032-07-01,22.965508,24.769,33.833187,37353.85307387333,28690.2858488771,5458157.681180122,204522.0,5261.0,24.0
2032-08-01,21.505661,22.828686,32.044914,22130.399875708827,16716.15396230527,5465445.9259424275,204522.0,5261.0,24.0
2032-09-01,20.871191,21.922098,30.932138,15733.182954820222,5401.707005742082,5472734.170704734,204522.0,5261.0,24.0
2032-10-01,13.4202585,14.389613,23.375895,16996.84834539512,1466.3023093936772,5479787.310797287,204522.0,5261.0,24.0
2032-11-01,8.20753,8.94859,17.367006,1365.199262963415,1433.6755173267193,5487075.555559593,204522.0,5261.0,24.0
2032-12-01,3.107258,3.9114976,12.046206,13765.791392946268,21009.52460506669,5494128.695652147,204522.0,5261.0,24.0
2033-01-01,1.647924,2.769819,10.840222,22948.414821072947,21375.06931569369,5501416.940414453,204522.0,5261.0,24.0
2033-02-01,5.5061593,5.18587,14.661613,14995.87040139595,16700.70435781745,5508659.299625657,204522.0,5261.0,24.0
2033-03-01,8.80186,9.775009,18.426027,25309.88022930105,24821.51717533416,5515200.785364808,204522.0,5261.0,24.0
2033-04-01,11.104804,12.002986,20.92806,5938.366300571943,2030.556203213564,5522443.144576011,204522.0,5261.0,24.0
2033-05-01,16.971737,18.594929,27.316847,8900.558875758725,1392.175913398523,5529451.879296531,204522.0,5261.0,24.0
2033-06-01,18.621645,19.950747,29.3902,630.8382836041346,20.52503066170175,5536694.238507734,204522.0,5261.0,24.0
2033-07-01,24.628319,26.490646,35.602036,5647.430309453193,3557.783046283248,5543702.973228253,204522.0,5261.0,24.0
2033-08-01,23.76875,26.068602,34.92489,54400.37351986393,61463.5923871072,5550945.332439457,204522.0,5261.0,24.0
2033-09-01,19.284613,20.884478,30.228283,10500.028840404411,10997.765304024142,5558187.69165066,204522.0,5261.0,24.0
2033-10-01,15.338741,16.228474,25.098974,10775.609562105092,4935.229795141368,5565196.4263711795,204522.0,5261.0,24.0
2033-11-01,9.412465,9.650728,18.708563,3521.294642234352,858.1586644777417,5572438.785582383,204522.0,5261.0,24.0
2033-12-01,6.0155206,6.4811296,14.351567,27177.495887421537,32272.25157734065,5579447.520302902,204522.0,5261.0,24.0
2034-01-01,4.3463974,5.4495955,13.458248,2179.9902750836736,1873.4105002601157,5586689.879514106,204522.0,5261.0,24.0
2034-02-01,4.902264,6.044615,14.377129,5135.388735827291,5297.336716479185,5593874.63145486,204522.0,5261.0,24.0
2034-03-01,5.7064457,6.852948,15.55403,7202.772765695408,5896.407803367447,5600364.084820703,204522.0,5261.0,24.0
2034-04-01,10.023695,10.459483,20.161386,1820.573252567556,583.7028373421163,5607548.836761457,204522.0,5261.0,24.0
2034-05-01,16.25905,16.938522,26.820784,1038.9667080914478,0.5100000216316403,5614501.822510574,204522.0,5261.0,24.0
2034-06-01,20.784206,22.567833,31.970348,118.7622233055663,0.0,5621686.574451327,204522.0,5261.0,24.0
2034-07-01,25.457865,27.18893,36.618256,27315.50364192808,9129.067452844449,5628639.560200444,204522.0,5261.0,24.0
2034-08-01,22.942533,23.78681,33.379547,10979.21750111418,4546.627672379327,5635824.312141199,204522.0,5261.0,24.0
2034-09-01,21.348684,22.67068,31.832724,12499.666880263248,7791.126681562673,5643009.064081953,204522.0,5261.0,24.0
2034-10-01,13.296445,14.592643,23.691145,28315.263719469654,21114.847420556544,5649962.04983107,204522.0,5261.0,24.0
2034-11-01,8.992861,10.647991,19.418259,8515.000521227194,1563.8417497070805,5657146.801771824,204522.0,5261.0,24.0
2034-12-01,1.9556688,2.7495916,10.991871,2984.170522122713,1853.3376138436324,5664099.787520941,204522.0,5261.0,24.0
2035-01-01,-0.69681185,-0.23686197,8.660834,520.2350714016575,0.0,5671284.539461696,204522.0,5261.0,24.0
2035-02-01,1.8986284,3.2241263,11.421124,4027.819065799849,593.6864860570495,5678414.315471192,204522.0,5261.0,24.0
2035-03-01,5.076307,6.7195516,15.263059,5393.568245311326,4038.300047481016,5684854.113157188,204522.0,5261.0,24.0
2035-04-01,9.534757,10.34219,19.500343,5649.199108775065,5138.8127545524185,5691983.889166684,204522.0,5261.0,24.0
2035-05-01,16.061153,17.119862,25.882057,1438.7111478552924,28.91385887855904,5698883.67240168,204522.0,5261.0,24.0
2035-06-01,22.288269,23.16885,31.822247,1057.9972010746133,0.0,5706013.448411176,204522.0,5261.0,24.0
2035-07-01,25.592882,27.525824,36.58044,12405.853979703896,1974.5038792762443,5712913.231646173,204522.0,5261.0,24.0
2035-08-01,22.904367,25.312227,34.805412,19422.920885848,10323.198087458011,5720043.007655668,204522.0,5261.0,24.0
2035-09-01,19.356472,20.861761,29.905605,9724.174974384368,3907.2458195701074,5727172.783665164,204522.0,5261.0,24.0
2035-10-01,12.630543,14.187108,23.121094,2755.877220720913,146.06085547743533,5734072.56690016,204522.0,5261.0,24.0
2035-11-01,7.6617446,8.639422,16.67946,1219.4514536690804,19.613119836321857,5741202.342909656,204522.0,5261.0,24.0
2035-12-01,4.554805,5.550732,13.134716,10972.05023332208,7352.335308078364,5748102.126144652,204522.0,5261.0,24.0
2036-01-01,6.086027,7.698926,15.550071,4084.3334261178825,3385.1215810769645,5755231.902154149,204522.0,5261.0,24.0
2036-02-01,3.8708844,5.2768908,13.477055,11024.274496840371,6807.4961378698845,5762285.69514557,204522.0,5261.0,24.0
2036-03-01,8.527637,9.552987,18.042547,1968.2850418568703,603.0707137047557,5768884.40471819,204522.0,5261.0,24.0
2036-04-01,12.195429,13.278632,21.650438,13563.193080655765,14887.973726459675,5775938.197709612,204522.0,5261.0,24.0
2036-05-01,16.457764,17.920061,26.423845,8685.160875914016,1274.7227111433858,5782764.448991632,204522.0,5261.0,24.0
2036-06-01,21.064022,23.58467,31.71748,8953.738551639617,5209.143510198373,5789818.241983053,204522.0,5261.0,24.0
2036-07-01,24.944818,26.87441,35.642944,31091.222137902518,7143.629298271708,5796644.493265075,204522.0,5261.0,24.0
2036-08-01,21.378254,23.247892,32.25731,38832.630819728365,57800.38708435313,5803698.286256496,204522.0,5261.0,24.0
2036-09-01,18.115154,19.810312,29.058353,28765.257896797262,55013.52560799569,5810752.079247917,204522.0,5261.0,24.0
2036-10-01,12.439624,13.684257,22.577263,2746.9216428176424,465.6323704425631,5817578.3305299375,204522.0,5261.0,24.0
2036-11-01,9.422256,10.257359,18.634243,12446.000231029757,24524.32588830561,5824632.12352136,204522.0,5261.0,24.0
2036-12-01,3.213035,3.6241226,12.288538,13299.392398369671,13625.742012786211,5831458.37480338,204522.0,5261.0,24.0
2037-01-01,0.82304233,1.9092908,10.908862,15708.0179477809,15004.61570316802,5838512.167794801,204522.0,5261.0,24.0
2037-02-01,1.5705956,1.746955,10.217755,16276.917720178608,22189.25926076481,5845525.426209247,204522.0,5261.0,24.0
2037-03-01,7.5593743,9.425219,18.154552,34667.21891351044,55147.19837105367,5851859.9821964875,204522.0,5261.0,24.0
2037-04-01,13.042945,14.250678,22.916487,389.17110685224543,0.0,5858873.240610932,204522.0,5261.0,24.0
2037-05-01,17.90564,20.017784,28.853418,1375.3737559431556,215.79402199722608,5865660.264882976,204522.0,5261.0,24.0
2037-06-01,20.693228,22.027843,31.560116,13684.627331182128,4205.468448916236,5872673.523297421,204522.0,5261.0,24.0
2037-07-01,23.923294,25.110474,33.99099,14553.352820588045,8613.40669838737,5879460.547569465,204522.0,5261.0,24.0
2037-08-01,22.676407,24.272861,33.503098,39054.07073617098,59906.32901889912,5886473.805983909,204522.0,5261.0,24.0
2037-09-01,19.31348,20.90678,30.445272,13910.257973344414,13318.059606339377,5893487.064398355,204522.0,5261.0,24.0
2037-10-01,10.45051,11.804486,21.33437,2084.35747987337,17.318895084463293,5900274.088670398,204522.0,5261.0,24.0
2037-11-01,9.201228,9.986347,17.857792,5155.869600137521,2260.4198349727085,5907287.347084844,204522.0,5261.0,24.0
2037-12-01,2.0204947,2.9912024,10.6863365,19068.585202092072,27138.220742123667,5914074.371356887,204522.0,5261.0,24.0
2038-01-01,3.4073114,4.997073,11.940156,8844.017375430849,4198.6314844638855,5921087.629771332,204522.0,5261.0,24.0
2038-02-01,4.9050803,6.2697654,14.4832115,23360.170989856124,15213.558391507831,5928037.448291451,204522.0,5261.0,24.0
2038-03-01,8.519899,9.651195,18.074104,10162.02997223736,12915.647898107818,5934314.703728978,204522.0,5261.0,24.0
2038-04-01,10.328275,11.545452,20.399326,277.36402185337283,0.0,5941264.522249097,204522.0,5261.0,24.0
2038-05-01,17.479048,18.819246,27.664034,1193.094251696084,330.66982294189984,5947990.153075019,204522.0,5261.0,24.0
2038-06-01,20.833195,21.316782,30.064232,1868.8249418364649,24.07933311405941,5954939.971595137,204522.0,5261.0,24.0
2038-07-01,25.131712,27.191137,35.662014,23795.64630639797,27639.148809826293,5961665.602421059,204522.0,5261.0,24.0
2038-08-01,23.38076,25.517141,34.394093,40728.08277152362,34148.7628293794,5968615.420941178,204522.0,5261.0,24.0
2038-09-01,21.971363,23.78953,32.613297,30208.505561342463,24805.633515527006,5975565.239461297,204522.0,5261.0,24.0
2038-10-01,13.559124,14.566504,23.228228,45256.48150200723,33860.38547380449,5982290.870287218,204522.0,5261.0,24.0
2038-11-01,6.140714,7.3593116,15.738807,9651.694467363995,1734.1452611908608,5989240.688807338,204522.0,5261.0,24.0
2038-12-01,2.1531262,2.9022217,10.878269,3846.4966081090097,2211.345262684654,5995966.3196332585,204522.0,5261.0,24.0
2039-01-01,2.4501405,4.114458,11.875718,718.9922417223897,5.293188773384827,6002916.138153378,204522.0,7061.0,25.0
2039-02-01,2.258693,3.6205697,12.799029,9821.022194833497,6914.157416831404,6009797.071843167,204522.0,7061.0,25.0
2039-03-01,8.233444,9.21838,18.264395,3223.5503902168603,865.9584064660976,6016012.108724266,204522.0,7061.0,25.0
2039-04-01,12.563026,13.77819,22.46341,442.5574917195263,18.24922491368852,6022893.042414054,204522.0,7061.0,25.0
2039-05-01,15.496243,16.826015,26.28316,2165.144616562293,377.2775263303629,6029552.010500947,204522.0,7061.0,25.0
2039-06-01,20.022905,20.956324,28.966728,12656.649502067012,13924.400453064209,6036432.944190736,204522.0,7061.0,25.0
2039-07-01,24.426313,25.793846,34.4717,24898.173773114104,17408.13434077245,6043091.912277628,204522.0,7061.0,25.0
2039-08-01,23.47421,25.212305,33.643204,20291.99811084545,31966.16997907768,6049972.845967417,204522.0,7061.0,25.0
2039-09-01,18.576511,19.884493,29.6505,31551.050232199486,41031.29747571802,6056853.779657206,204522.0,7061.0,25.0
2039-10-01,13.781976,14.884404,23.385542,15270.173784939108,9555.486811735864,6063512.747744097,204522.0,7061.0,25.0
2039-11-01,9.0311775,9.851159,18.67812,6851.395384433999,2003.7582473019029,6070393.681433886,204522.0,7061.0,25.0
2039-12-01,3.8413281,5.238676,12.951307,7779.001244562096,2296.522715175797,6077052.649520778,204522.0,7061.0,25.0
2040-01-01,1.2800736,2.4274132,10.333258,30668.995873321543,29168.29675881163,6083933.583210567,204522.0,7061.0,25.0
2040-02-01,5.96577,7.6413765,15.533123,52373.072189243976,64295.282369322376,6090722.963622441,204522.0,7061.0,25.0
2040-03-01,9.139556,10.953076,18.962988,19152.792203921126,18880.13319643069,6097074.319491613,204522.0,7061.0,25.0
2040-04-01,14.097802,15.616019,24.063375,5797.633641606808,10624.751061495772,6103863.699903486,204522.0,7061.0,25.0
2040-05-01,15.95581,16.89155,25.280783,895.6063437306511,245.9339301743512,6110434.068044009,204522.0,7061.0,25.0
2040-06-01,23.187124,23.809883,32.472332,2513.0874540782315,378.7014991808064,6117223.448455882,204522.0,7061.0,25.0
2040-07-01,23.97212,25.426582,34.358715,53788.37915575714,31975.95014216204,6123793.816596406,204522.0,7061.0,25.0
2040-08-01,22.63789,24.364132,33.60858,24742.043101071613,13832.043059881153,6130583.197008279,204522.0,7061.0,25.0
2040-09-01,20.155483,22.227037,31.07048,15507.83197695273,20302.356859712745,6137372.577420153,204522.0,7061.0,25.0
2040-10-01,13.442653,14.697115,23.66744,2167.6287224012867,27.54000116810857,6143942.945560675,204522.0,7061.0,25.0
2040-11-01,8.219011,8.751293,17.646307,10503.888331790222,14031.465841762838,6150732.32597255,204522.0,7061.0,25.0
2040-12-01,1.1866326,1.2617899,10.829046,31348.797726613702,46979.10624147335,6157302.694113072,204522.0,7061.0,25.0
2041-01-01,2.7886367,4.212552,11.780484,17196.29541147442,23741.589074359217,6164092.074524946,204522.0,7061.0,25.0
2041-02-01,6.058241,6.5708575,15.208136,17820.973828830756,15317.59911301051,6170823.903906057,204522.0,7061.0,25.0
2041-03-01,7.418586,8.32046,16.92631,19155.388653231785,19989.166275391108,6176904.265927706,204522.0,7061.0,25.0
2041-04-01,12.172488,13.573259,22.513756,10550.47067792475,5130.602249051208,6183636.095308817,204522.0,7061.0,25.0
2041-05-01,19.535162,20.798632,29.48951,3269.198523219165,2499.427273086804,6190150.768903441,204522.0,7061.0,25.0
2041-06-01,22.937994,24.912504,33.82742,1101.477362526566,187.0424429453124,6196882.598284552,204522.0,7061.0,25.0
2041-07-01,23.780445,26.206953,35.738277,13813.669229032166,2330.1371079699948,6203397.271879176,204522.0,7061.0,25.0
2041-08-01,22.950283,24.65535,34.03263,39134.404532419285,23993.68622874408,6210129.101260287,204522.0,7061.0,25.0
2041-09-01,20.24251,21.370516,30.600525,14719.849136687117,15513.292072115291,6216860.930641398,204522.0,7061.0,25.0
2041-10-01,14.970646,16.327747,25.74904,3999.9602185907406,113.30706402354735,6223375.604236022,204522.0,7061.0,25.0
2041-11-01,10.399497,11.222839,20.051054,45771.32124023046,53388.75930011272,6230107.433617133,204522.0,7061.0,25.0
2041-12-01,2.322928,3.3895652,11.900055,19916.201634833124,25825.706502544926,6236622.1072117565,204522.0,7061.0,25.0
2042-01-01,2.645031,3.2243395,11.547245,23972.984339977847,15794.851190781264,6243353.936592868,204522.0,7061.0,25.0
2042-02-01,4.587855,4.3107066,13.208511,227.0097678190723,60.405481691304885,6250011.844990077,204522.0,7061.0,25.0
2042-03-01,8.698474,10.046963,17.956161,5652.677514831157,2385.121554806392,6256025.439671429,204522.0,7061.0,25.0
2042-04-01,10.261875,10.768522,20.318022,9667.890124605035,6494.925049788435,6262683.348068639,204522.0,7061.0,25.0
2042-05-01,15.39815,16.254396,25.749607,7030.607916264853,1899.960083179485,6269126.485227229,204522.0,7061.0,25.0
2042-06-01,21.415102,22.459017,32.418915,5261.415405087973,7509.423524031717,6275784.39362444,204522.0,7061.0,25.0
2042-07-01,25.562456,27.058355,36.451836,22056.853451472125,30209.064534297067,6282227.53078303,204522.0,7061.0,25.0
2042-08-01,24.902967,26.942621,36.532368,34680.32354423194,39577.8416694091,6288885.43918024,204522.0,7061.0,25.0
2042-09-01,20.760565,22.903809,32.190685,15287.78800873988,5922.6177659325,6295543.34757745,204522.0,7061.0,25.0
2042-10-01,15.855229,17.265017,26.355,10175.185470096769,2460.5115743417628,6301986.48473604,204522.0,7061.0,25.0
2042-11-01,8.049668,8.531509,17.17116,2792.634051997084,1220.9347187126696,6308644.393133251,204522.0,7061.0,25.0
2042-12-01,1.7435845,2.2902305,10.847857,7571.280645749357,5529.42411951658,6315087.530291841,204522.0,7061.0,25.0
2043-01-01,1.9229265,3.0033615,11.029342,17979.189945165126,12867.900049982563,6321745.438689051,204522.0,7061.0,25.0
2043-02-01,4.531117,5.564011,13.661371,9105.39273211034,9363.808823862928,6328326.800588631,204522.0,7061.0,25.0
2043-03-01,5.9793057,7.144257,15.824744,8507.998082893027,1207.0227420160336,6334271.25649793,204522.0,7061.0,25.0
2043-04-01,10.629204,11.140932,20.575085,2945.1291585219224,702.9200888246123,6340852.61839751,204522.0,7061.0,25.0
2043-05-01,15.455225,16.31298,25.249567,6209.818615714903,647.7264653163274,6347221.6783003295,204522.0,7061.0,25.0
2043-06-01,20.939615,21.630966,30.416267,14785.5563879275,2925.586717086844,6353803.040199909,204522.0,7061.0,25.0
2043-07-01,24.863722,26.79197,35.9367,39785.07124620373,37796.18438988109,6360172.100102729,204522.0,7061.0,25.0
2043-08-01,23.079926,24.628056,33.850037,29559.293588460423,31603.48520851257,6366753.462002309,204522.0,7061.0,25.0
2043-09-01,20.88872,22.241205,31.370018,12801.543334629969,8573.481052762872,6373334.823901889,204522.0,7061.0,25.0
2043-10-01,14.753619,15.989397,25.557268,4261.706494914006,365.0053529981051,6379703.883804709,204522.0,7061.0,25.0
2043-11-01,11.947779,12.96824,21.37033,17232.422799017513,9794.048821781873,6386285.245704289,204522.0,7061.0,25.0
2043-12-01,3.9849105,5.118788,13.1677,6595.584304125805,2630.558593938076,6392654.305607108,204522.0,7061.0,25.0
2044-01-01,4.4625316,5.6657815,13.446543,25113.1625067821,35817.8936761542,6399235.667506688,204522.0,7061.0,25.0
2044-02-01,7.6291223,8.930583,16.972626,14365.430520259542,14195.390134012996,6399235.667506688,204522.0,7061.0,25.0
2044-03-01,11.254367,12.016441,19.978418,60993.833755888045,51263.80350442487,6399235.667506688,204522.0,7061.0,25.0
2044-04-01,14.607555,16.773642,25.5643,9085.899575671649,9836.737879113116,6399235.667506688,204522.0,7061.0,25.0
2044-05-01,17.076792,17.569927,26.22853,190.00552285574489,0.0,6399235.667506688,204522.0,7061.0,25.0
2044-06-01,21.609377,22.72198,31.36877,1406.2273872214064,0.0,6399235.667506688,204522.0,7061.0,25.0
2044-07-01,23.224642,24.749916,33.83986,9406.96749009603,780.2175080148572,6399235.667506688,204522.0,7061.0,25.0
2044-08-01,21.741013,24.211407,33.447655,17784.635875595268,6149.788595353311,6399235.667506688,204522.0,7061.0,25.0
2044-09-01,20.742254,23.32861,32.22751,10471.732005142258,947.5459426512316,6399235.667506688,204522.0,7061.0,25.0
2044-10-01,11.667696,13.475194,22.92347,2591.525614919965,2887.6748480731294,6399235.667506688,204522.0,7061.0,25.0
2044-11-01,8.811824,10.532073,18.314499,18392.851725162476,17137.316400439886,6399235.667506688,204522.0,7061.0,25.0
2044-12-01,4.8207374,6.1605825,13.533175,24274.03633685899,14305.491579975933,6399235.667506688,204522.0,7061.0,25.0
