Time,flow_salt_upstream,log_flow_salt_upstream,flow_salt_downstream,log_flow_salt_downstream,flow_verde_upstream,log_flow_verde_upstream,flow_verde_downstream,log_flow_verde_downstream,Temp_Maricopa,Precip_Maricopa,Temp_Salt,Temp_Verde,Precip_Salt,Precip_Verde,Population,IrrigatedLand_Acres,datacenters_TotalMW,datacenters_TotalNum
1912-12-01,,,,,,,,,8.551386,26758.852,0.085314065,1.5080105,20262.84,18706.582,,,0.0,0.0
1913-01-01,,,,,,,,,7.766006,18787.404,-0.27358595,-0.15167071,18454.615,16930.055,,,0.0,0.0
1913-02-01,,,,,,,,,11.424007,80145.8,1.8779532,2.4151855,71700.61,81746.82,,,0.0,0.0
1913-03-01,,,,,,,,,12.768034,2496.88,4.4965844,4.5429997,12378.741,12751.653,,,0.0,0.0
1913-04-01,,,,,,,,,18.67119,21785.945,9.053726,10.50574,9319.803,6219.301,,,0.0,0.0
1913-05-01,,,,,,,,,22.482058,320.6455,13.994402,14.771712,407.44043,0.0,,,0.0,0.0
1913-06-01,,,,,,,,,27.36178,952.7549,18.27854,18.44073,4172.245,1033.1494,,,0.0,0.0
1913-07-01,,,,,,,,,29.863111,27722.908,20.629538,22.11123,39872.28,42623.414,,,0.0,0.0
1913-08-01,,,,,,,,,30.662323,28183.07,20.733023,21.949162,38557.445,55455.918,,,0.0,0.0
1913-09-01,,,,,,,,,27.676392,9662.693,16.64655,17.816013,25381.555,38132.496,,,0.0,0.0
1913-10-01,214.5483870967742,5.3731854184315555,,,,,204.3548387096774,5.324739403356892,20.225521,4475.0938,11.569597,11.946814,14985.005,8483.96,,,0.0,0.0
1913-11-01,255.83333333333334,5.548427366092061,,,,,338.53333333333336,5.827572125782394,16.218596,59404.336,7.9668655,8.014231,43204.305,57995.797,,,0.0,0.0
1913-12-01,339.51612903225805,5.830462493138068,,,,,306.4516129032258,5.728317718452479,9.876907,16873.236,0.9335125,1.6849399,33681.152,28929.906,,,0.0,0.0
1914-01-01,379.5806451612903,5.941698100077875,,,,,956.741935483871,6.864578363272659,11.779287,22408.582,3.7159126,4.3056784,24265.375,50260.254,,,0.0,0.0
1914-02-01,1318.7857142857142,7.185224664739894,,,,,3044.6428571428573,8.021467276791864,12.216107,37569.957,3.9575562,4.198584,26868.77,45324.344,,,0.0,0.0
1914-03-01,1010.0,6.918695219020472,,,,,716.5483870967741,6.5758403838223085,16.965418,24147.57,7.430933,8.718949,17311.973,13891.295,,,0.0,0.0
1914-04-01,1065.2,6.9718562043886605,,,,,251.46666666666667,5.531279226799585,19.716568,2545.4492,11.062811,11.557209,2983.7607,10874.419,,,0.0,0.0
1914-05-01,431.7741935483871,6.070216099017898,,,,,153.8709677419355,5.042592304045794,23.783812,5698.593,15.207347,15.019728,7344.331,6800.7256,,,0.0,0.0
1914-06-01,257.1333333333333,5.553476247294258,,,,,113.63333333333334,4.741738628770111,28.85318,6996.662,19.632494,19.720655,12263.762,20458.05,,,0.0,0.0
1914-07-01,592.5483870967741,6.3861187391119305,,,,,204.0,5.3230099791384085,31.478153,30076.674,20.08134,21.847153,85525.69,69935.28,,,0.0,0.0
1914-08-01,1058.9032258064517,6.965932886529334,,,,,234.38709677419354,5.461231379280473,31.430168,30370.688,21.13706,22.832634,55698.445,34114.8,,,0.0,0.0
1914-09-01,743.2666666666667,6.612399393554003,,,,,229.8,5.441551534633945,28.79715,7816.5205,18.476162,19.756922,8697.296,24199.867,,,0.0,0.0
1914-10-01,642.3870967741935,6.466746559854361,,,,,326.93548387096774,5.792816893521701,21.742485,89493.984,12.176817,12.702205,54500.047,52131.953,,,0.0,0.0
1914-11-01,500.56666666666666,6.217736533096723,,,,,269.73333333333335,5.601134326584088,17.639877,34772.223,8.0791,9.229092,22085.086,8066.912,,,0.0,0.0
1914-12-01,2574.3225806451615,7.853730079288655,,,,,652.0967741935484,6.4817253176735505,9.299602,129418.664,1.5348265,0.7360942,81953.64,74017.28,,,0.0,0.0
1915-01-01,2290.8387096774195,7.737109704362585,,,,,1242.258064516129,7.125490684214573,9.146574,81455.125,0.63970155,0.7101277,71426.55,77093.6,,,0.0,0.0
1915-02-01,3374.285714285714,8.124235255808163,,,,,2447.4285714285716,7.803201698337259,11.337758,53077.625,2.9300907,3.4570925,55251.324,63622.562,,,0.0,0.0
1915-03-01,3724.8387096774195,8.223047262430017,,,,,3590.967741935484,8.186455448851554,14.022215,16141.226,4.832172,6.54002,27766.312,21495.787,,,0.0,0.0
1915-04-01,6023.0,8.703506769479729,,,,,2180.5,7.687767992563664,18.410877,34726.258,9.744199,10.305367,46610.824,65745.54,,,0.0,0.0
1915-05-01,3693.548387096774,8.214613603205265,,,,,2662.5806451612902,7.887426603789167,20.907084,8697.923,11.845341,12.0686245,15425.383,18590.996,,,0.0,0.0
1915-06-01,1228.8333333333333,7.114633937830312,,,,,206.86666666666667,5.3368968485155115,27.993084,7382.5283,18.366203,18.997267,20229.977,9182.854,,,0.0,0.0
1915-07-01,1461.0,7.2875606403097235,,,,,326.83870967741933,5.79252174865262,30.713633,37758.93,21.05981,22.261822,65207.48,57704.99,,,0.0,0.0
1915-08-01,602.483870967742,6.40271931436063,,,,,348.5806451612903,5.856734279437849,31.113611,28393.133,20.422884,22.782873,38325.703,33457.992,,,0.0,0.0
1915-09-01,386.1,5.9586830575836025,,,,,231.13333333333333,5.447311919225924,26.134968,10681.5,16.49867,17.738039,25214.822,12108.872,,,0.0,0.0
1915-10-01,317.80645161290323,5.764584183891038,,,,,177.38709677419354,5.183955890031235,22.146542,464.37988,12.255072,14.018344,5061.2656,2824.1143,,,0.0,0.0
1915-11-01,374.6,5.928524747334108,,,,,248.53333333333333,5.519592506802219,14.481303,30770.59,6.3637924,7.202715,29123.29,24226.836,,,0.0,0.0
1915-12-01,377.9032258064516,5.9372808315973185,,,,,392.7096774193548,5.9756137783419145,9.956094,103789.29,2.3032563,2.2169216,67518.55,100996.69,,,0.0,0.0
1916-01-01,15991.258064516129,9.679860013150844,,,,,8231.129032258064,9.015799951863595,9.803891,132500.17,2.1183796,0.9012772,153093.5,140964.05,,,0.0,0.0
1916-02-01,4486.551724137931,8.409062559000398,,,,,3765.5172413793102,8.233906044815159,14.378971,13885.756,5.9810357,6.9060664,15895.731,21755.629,,,0.0,0.0
1916-03-01,8350.0,9.03013657115323,,,,,5183.870967741936,8.553500234672573,17.222614,29970.186,8.274054,9.304506,50830.11,48206.797,,,0.0,0.0
1916-04-01,4310.333333333333,8.369002493338428,,,,,696.0,6.546785410760524,19.360113,7320.1035,10.159319,11.301605,15709.926,8939.129,,,0.0,0.0
1916-05-01,1771.6129032258063,7.480209953543181,,,,,231.5483870967742,5.4490983199194325,22.57184,1621.5537,13.276525,14.035361,5328.661,4471.3936,,,0.0,0.0
1916-06-01,819.8333333333334,6.710320084378134,,,,,158.93333333333334,5.074757061737484,28.055325,0.0,18.829521,19.950047,0.0,0.0,,,0.0,0.0
1916-07-01,459.4516129032258,6.132207775045867,,,,,201.0,5.308267697401205,31.12196,47090.08,20.527979,22.742077,59385.965,59254.92,,,0.0,0.0
1916-08-01,692.1290322580645,6.541216175592582,,,,,507.51612903225805,6.231496933829748,29.77673,39818.617,19.407043,20.49193,54128.402,64876.734,,,0.0,0.0
1916-09-01,940.1666666666666,6.847120240444782,,,,,1296.0333333333333,7.167834884320301,26.6033,89280.24,16.844868,18.203304,36555.04,44942.656,,,0.0,0.0
1916-10-01,1409.5806451612902,7.251756703682703,,,,,725.8387096774194,6.5887045955294585,18.585037,32329.121,11.169675,10.842438,69094.82,66754.305,,,0.0,0.0
1916-11-01,453.5,6.119197913617533,,,,,326.8333333333333,5.792505349161004,13.154424,0.0,5.263711,5.9408484,53.808594,0.0,,,0.0,0.0
1916-12-01,308.5483870967742,5.735114419474439,,,,,340.4516129032258,5.833205979083819,8.12742,22535.691,0.5613344,0.38871145,23029.8,26173.23,,,0.0,0.0
1917-01-01,1512.1935483870968,7.321977629193809,,,,,1222.1612903225807,7.109194007876837,8.999656,86745.26,1.0519828,-0.638919,69012.21,74133.766,,,0.0,0.0
1917-02-01,1575.0,7.362645270417825,,,,,1495.357142857143,7.310788861898886,11.558776,32066.8,2.3679407,2.6793263,45227.35,36657.496,,,0.0,0.0
1917-03-01,1195.8064516129032,7.08741199792502,,,,,1758.7096774193549,7.472904118413728,12.917932,6154.8096,3.983164,4.023717,930.26074,4149.335,,,0.0,0.0
1917-04-01,2401.6666666666665,7.784334510620064,,,,,6002.333333333333,8.700070149501892,17.379715,37790.67,8.295702,8.172422,33764.652,83581.984,,,0.0,0.0
1917-05-01,1207.741935483871,7.097335374963548,,,,,1253.1612903225807,7.134222333593851,20.206617,16867.863,10.477131,11.223633,27210.219,31314.184,,,0.0,0.0
1917-06-01,478.0,6.171700597410915,,,,,234.4,5.461286194826176,28.745855,27.09961,19.49374,20.021353,417.81836,428.88867,,,0.0,0.0
1917-07-01,479.03225806451616,6.173853305944904,,,,,417.03225806451616,6.035558601950268,32.059402,94756.7,22.326633,23.678017,61463.188,73139.31,,,0.0,0.0
1917-08-01,449.5806451612903,6.110537073594237,,,,,726.516129032258,6.589636169290962,29.821798,15770.247,20.568008,21.581059,20459.822,43314.68,,,0.0,0.0
1917-09-01,297.7,5.699439725222064,,,,,388.53333333333336,5.964949441452227,28.147848,19222.322,17.448118,19.019922,31572.398,30530.46,,,0.0,0.0
1917-10-01,231.48387096774192,5.4488208504392945,,,,,247.0,5.5134287461649825,22.552822,1165.0283,13.404926,14.181254,777.85254,316.40625,,,0.0,0.0
1917-11-01,247.23333333333332,5.51436916404849,,,,,243.1,5.497577977398914,16.156696,0.0,7.665986,9.25479,0.0,0.734375,,,0.0,0.0
1917-12-01,242.25806451612902,5.494122873717501,,,,,265.9032258064516,5.58688614253621,12.433527,0.0,4.7156577,6.1822057,0.0,0.0,,,0.0,0.0
1918-01-01,274.7741935483871,5.619582391541087,,,,,393.93548387096774,5.978722419588769,9.230846,58734.67,0.13796407,1.2968798,60622.707,49111.6,,,0.0,0.0
1918-02-01,447.25,6.105351112485242,,,,,904.5,6.808487277323468,12.160054,23330.807,3.8072484,4.351386,41459.883,38103.76,,,0.0,0.0
1918-03-01,2030.1612903225807,7.616362972667803,,,,,4612.548387096775,8.436752555117241,15.758413,46689.844,7.4058795,7.232163,30636.168,91735.625,,,0.0,0.0
1918-04-01,674.9333333333333,6.516094451850369,,,,,355.23333333333335,5.875585946862741,18.584635,1336.9736,9.700405,9.938261,6732.843,4565.7344,,,0.0,0.0
1918-05-01,375.5483870967742,5.931046557167517,,,,,159.83870967741936,5.080402059598357,21.371674,709.9238,12.766814,13.002342,3545.0303,2802.4258,,,0.0,0.0
1918-06-01,292.93333333333334,5.683352984255728,,,,,137.3,4.929425238670713,31.078619,9953.652,21.604183,22.891558,20350.432,23614.39,,,0.0,0.0
1918-07-01,367.2903225806452,5.908871547191181,,,,,191.09677419354838,5.257999277304254,31.00666,51580.75,21.775198,22.154366,49131.09,42878.484,,,0.0,0.0
1918-08-01,392.48387096774195,5.975040078371255,,,,,544.5483870967741,6.301791503624872,28.628325,86557.484,20.532944,20.770134,53633.49,53522.9,,,0.0,0.0
1918-09-01,193.76666666666668,5.271802260892282,,,,,190.33333333333334,5.254017107651457,28.015509,19678.336,19.106663,19.249693,10746.712,11376.705,,,0.0,0.0
1918-10-01,183.2258064516129,5.216162214179716,,,,,193.38709677419354,5.2698515152051,21.719143,16344.958,12.822017,13.541875,19689.262,11306.201,,,0.0,0.0
1918-11-01,243.8,5.500441550638171,,,,,345.8,5.848748244906387,13.694378,34674.004,5.0367236,4.881236,53147.742,37190.555,,,0.0,0.0
1918-12-01,296.741935483871,5.696227123011751,,,,,457.7741935483871,6.1285581359583166,9.485629,62616.684,0.3835125,1.6040579,54859.117,55526.36,,,0.0,0.0
1919-01-01,253.58064516129033,5.53961766265736,,,,,345.4193548387097,5.84765004937307,9.689387,15495.354,-1.2349187,0.8887439,14950.77,15310.46,,,0.0,0.0
1919-02-01,986.25,6.8949233001667585,,,,,953.0357142857143,6.860701107105755,9.827418,40517.48,0.16779844,1.0069379,61679.016,59055.918,,,0.0,0.0
1919-03-01,1631.9354838709678,7.3981345844563755,,,,,1560.0,7.353081920515432,13.045461,35156.32,4.8763266,5.1150327,26509.207,26656.84,,,0.0,0.0
1919-04-01,3657.6666666666665,8.204854061297556,,,,,1332.9666666666667,7.1959122386571295,19.738537,7555.7744,11.223417,12.091358,18559.537,15918.378,,,0.0,0.0
1919-05-01,1233.0967741935483,7.11809462456183,,,,,173.06451612903226,5.1594260128425,23.764893,5133.833,15.302209,15.903046,17765.465,26910.96,,,0.0,0.0
1919-06-01,378.43333333333334,5.938678911663061,,,,,118.36666666666666,4.782199988336277,29.109238,1742.4082,20.119017,20.391779,8888.562,1720.8271,,,0.0,0.0
1919-07-01,3275.7419354838707,8.094604895364062,,,,,2125.8064516129034,7.662376815109174,30.66515,92279.26,20.823437,21.97475,109840.76,145068.44,,,0.0,0.0
1919-08-01,1611.8387096774193,7.385751079125115,,,,,905.6774193548387,6.809786730134151,30.81186,52335.125,21.142246,22.141008,45980.094,50842.207,,,0.0,0.0
1919-09-01,802.8333333333334,6.689391950840917,,,,,471.1,6.157190827552241,27.219545,66775.52,17.481642,18.99116,63077.27,59815.035,,,0.0,0.0
1919-10-01,469.16129032258067,6.153075806733547,,,,,741.4193548387096,6.609914251766195,18.671091,15568.512,10.606663,9.747566,20431.988,49668.324,,,0.0,0.0
