Time,Temp_Salt,Temp_Verde,Temp_Maricopa,Precip_Salt,Precip_Verde,Precip_Maricopa,Population,IrrigatedLand_Acres,datacenters_TotalMW,datacenters_TotalNum
2027-08-01,22.213623,23.406391,32.987972,30226.890899817223,36488.10873712355,31815.826610507065,5025987.29242904,204522.0,1825.0,17.0
2027-09-01,22.549284,24.297056,33.389614,11549.4951661326,19232.46836792532,6036.056406841908,5033611.365322188,204522.0,1825.0,17.0
2027-10-01,14.109472,15.654551,24.358301,1291.1081199343243,1342.63578811333,236.5768263022801,5040989.500380073,204522.0,1825.0,17.0
2027-11-01,9.498953,10.653746,18.88056,8898.2288733132,14141.656569001498,11422.160455800622,5048613.573273221,204522.0,1825.0,17.0
2027-12-01,6.1371474,6.907879,15.149441,5248.007910198066,2891.6932100712984,1849.310321389703,5055991.708331106,204522.0,1825.0,17.0
2028-01-01,0.97401553,2.9227734,11.365327,19504.62246646348,18271.878118102904,11415.134333307104,5063615.781224254,204522.0,2185.0,18.0
2028-02-01,4.5586734,5.6153836,13.980953,45378.98397009121,47379.27431798307,50822.55719717941,5071155.960087216,204522.0,2185.0,18.0
2028-03-01,6.347769,7.7041507,16.197773,26866.87658127048,21033.82586590305,19603.6570337601,5078209.67579773,204522.0,2185.0,18.0
2028-04-01,9.947605,10.341336,19.681337,3435.013106001861,13150.512721316773,6862.736487120856,5085749.854660693,204522.0,2185.0,18.0
2028-05-01,15.57922,17.087246,26.626184,668.1900009274159,657.6443016833309,311.06682898935105,5093046.801947432,204522.0,2185.0,18.0
2028-06-01,20.809298,21.725292,30.942612,1835.9177329807608,211.34231819905835,74.72136533988305,5100586.9808103945,204522.0,2185.0,18.0
2028-07-01,22.659462,24.727331,33.931725,26923.671541549265,23109.16263804829,20239.263062876034,5107883.928097133,204522.0,3515.0,22.0
2028-08-01,22.842247,24.654945,33.985874,23914.41360100871,14715.793053001107,12939.63636016515,5115424.106960095,204522.0,3515.0,22.0
2028-09-01,19.855042,21.326557,30.842855,13641.935727442617,5995.20528512403,7342.107890863645,5122964.285823058,204522.0,3515.0,22.0
2028-10-01,12.20341,13.220438,22.378624,28131.393094745,20740.92974462692,19723.30504006968,5130261.233109796,204522.0,3515.0,22.0
2028-11-01,7.666484,8.231853,16.454546,21910.152712109262,9410.490903224854,11013.008156885917,5137801.411972759,204522.0,3515.0,22.0
2028-12-01,1.5025979,2.0916207,10.22639,4345.635904765368,3551.798901334132,1061.687092513921,5145098.359259497,204522.0,3515.0,22.0
2029-01-01,3.3712873,4.3890147,12.196537,32620.941497205054,31790.34938190307,39347.56769574888,5152638.53812246,204522.0,3515.0,22.0
2029-02-01,3.572165,4.4497743,12.610631,4897.922649687098,7835.34915522323,2451.8532257357947,5160136.536967157,204522.0,3515.0,22.0
2029-03-01,7.2480283,8.854586,17.297203,13502.512434037635,13358.625507545366,12384.082454921372,5166908.923020432,204522.0,3515.0,22.0
2029-04-01,11.29896,12.455608,22.23679,11424.114110937808,11559.748628860689,5680.417410716927,5174406.921865129,204522.0,3515.0,22.0
2029-05-01,16.539564,17.528147,26.863241,2520.0525582459704,1664.7368990247742,180.6800381798439,5181663.049779352,204522.0,3515.0,22.0
2029-06-01,19.496172,20.858286,29.991774,7501.108252050471,7407.926042455074,2884.52639900288,5189161.048624048,204522.0,3515.0,22.0
2029-07-01,23.49659,25.627876,34.536568,45944.523356622085,40733.82923439494,43768.38707986608,5196417.176538271,204522.0,3761.0,23.0
2029-08-01,21.72719,23.101843,31.516144,41866.04676658753,83081.76913453499,86368.22900286497,5203915.175382968,204522.0,3761.0,23.0
2029-09-01,20.468506,21.773878,31.11433,20284.40446505556,38546.6480870673,38318.49272098043,5211413.174227665,204522.0,3761.0,23.0
2029-10-01,15.1794615,16.486485,25.702785,10514.362144153349,12692.679620907802,5871.423952765099,5218669.302141888,204522.0,3761.0,23.0
2029-11-01,11.422583,13.305522,21.777367,580.7611642308075,485.65702983523806,42.61448732449935,5226167.300986584,204522.0,3761.0,23.0
2029-12-01,3.9715083,4.915856,12.4847145,14314.952542421815,12938.883957648795,12619.853509807035,5233423.428900807,204522.0,3761.0,23.0
2030-01-01,2.487752,3.685354,11.306395,3684.31421152336,4481.478605095344,908.4894389574856,5240921.427745504,204522.0,3761.0,23.0
2030-02-01,6.031256,7.1255064,15.451496,17615.204173210077,31383.65831959527,19472.17406454147,5248355.874526567,204522.0,3761.0,23.0
2030-03-01,8.319583,9.074725,18.413565,8296.88097734961,8314.712371515634,5206.751288498435,5255070.858715914,204522.0,3761.0,23.0
2030-04-01,10.920866,12.179129,20.992775,7366.804510493239,8140.449603321031,7216.318665109611,5262505.305496977,204522.0,3761.0,23.0
2030-05-01,14.885097,15.63023,25.135357,3673.9780805513874,4893.658646403492,1745.0755551124075,5269699.931414134,204522.0,3761.0,23.0
2030-06-01,21.205734,22.046873,31.046553,4702.1873695453,1338.436200259821,71.93737214493012,5277134.378195196,204522.0,3761.0,23.0
2030-07-01,24.13027,26.042004,35.029182,30186.90635020612,18248.156390394437,10856.286388080389,5284329.004112354,204522.0,5261.0,24.0
2030-08-01,22.476364,24.43595,33.592777,26565.424270744552,36761.53162133123,28303.99763073656,5291763.450893416,204522.0,5261.0,24.0
2030-09-01,19.592121,21.53524,30.823227,12934.829581228769,18892.495796477306,5719.765652411752,5299197.897674479,204522.0,5261.0,24.0
2030-10-01,12.3259735,13.51571,22.816095,18625.49648666609,12907.030323264917,2465.3240049531632,5306392.523591637,204522.0,5261.0,24.0
2030-11-01,7.711151,8.688268,16.989758,8615.09166322503,3448.476698123613,11516.701130429285,5313826.970372699,204522.0,5261.0,24.0
2030-12-01,1.9609449,2.7752047,11.071709,18732.078913619625,14141.488453745842,11008.704765195944,5321021.596289856,204522.0,5261.0,24.0
2031-01-01,5.3060107,6.318241,14.470464,7635.830006020842,13598.319478206397,5112.121550217398,5328456.043070919,204522.0,5261.0,24.0
2031-02-01,4.750572,6.1106873,14.363115,4960.860387724824,9214.026051893596,6265.815880988521,5335837.66015214,204522.0,5261.0,24.0
2031-03-01,7.5834823,9.789881,18.307714,16945.938064876827,5828.811454391325,6100.521868107353,5342504.927193243,204522.0,5261.0,24.0
2031-04-01,9.146406,10.998513,19.279543,8312.972192274174,2570.937812462489,2448.832411395415,5349886.544274463,204522.0,5261.0,24.0
2031-05-01,16.489359,17.466408,26.617027,408.566515181019,1984.1045909635795,306.13828486825696,5357030.044675645,204522.0,5261.0,24.0
2031-06-01,20.732214,22.415977,30.6406,247.9759918419404,4.546054343336436,28.76177966436444,5364411.661756867,204522.0,5261.0,24.0
2031-07-01,25.201252,27.152039,35.655373,6620.097070227439,1653.7666304825962,682.185813463775,5371555.162158048,204522.0,5261.0,24.0
2031-08-01,21.409876,23.467478,32.421806,34811.40385787585,42620.97540824907,44305.1534608996,5378936.779239269,204522.0,5261.0,24.0
2031-09-01,19.347143,20.825363,30.452312,5102.07690754396,9215.645913023309,3458.432639652983,5386318.39632049,204522.0,5261.0,24.0
2031-10-01,13.33613,14.228577,23.160912,15093.968197109643,16958.465624038945,10090.790587010995,5393461.896721671,204522.0,5261.0,24.0
2031-11-01,8.520694,10.237975,18.596401,2285.679885564605,1262.2989974456686,249.49983450960644,5400843.5138028925,204522.0,5261.0,24.0
2031-12-01,2.0453956,3.0537136,10.700782,9813.822122734564,13649.610420015231,14483.215072529856,5407987.014204074,204522.0,5261.0,24.0
2032-01-01,3.6016831,4.820372,12.657989,2646.1327880913814,2597.8393949972087,420.555140652732,5415368.631285295,204522.0,5261.0,24.0
2032-02-01,0.42583606,2.5872304,11.118387,8704.89456421783,7967.451617883853,5783.238750337841,5422656.876047601,204522.0,5261.0,24.0
2032-03-01,12.175565,13.895517,21.577164,648.7828798413375,71.59682003157286,0.0,5429474.911470403,204522.0,5261.0,24.0
2032-04-01,13.391958,14.352842,22.487572,288.38878100441434,34.35529949638294,0.0,5436763.156232708,204522.0,5261.0,24.0
2032-05-01,16.691555,17.413961,25.992237,148.80554429419135,219.39660215280128,6.630000281211324,5443816.296325263,204522.0,5261.0,24.0
2032-06-01,21.523096,23.426174,31.63001,10679.860087486304,5427.250511381317,1523.79433541455,5451104.541087568,204522.0,5261.0,24.0
2032-07-01,22.965508,24.769,33.833187,17929.568133159773,17779.8387347073,9683.52966162679,5458157.681180122,204522.0,5261.0,24.0
2032-08-01,21.505661,22.828686,32.044914,14595.014524460204,3503.019014043275,1767.289740572096,5465445.9259424275,204522.0,5261.0,24.0
2032-09-01,20.871191,21.922098,30.932138,10493.500218392,8184.5086031426035,2677.7963215031377,5472734.170704734,204522.0,5261.0,24.0
2032-10-01,13.4202585,14.389613,23.375895,21749.76747174805,13705.644974254392,8525.40156942614,5479787.310797287,204522.0,5261.0,24.0
2032-11-01,8.20753,8.94859,17.367006,15732.68596205162,19358.616224330035,13612.80213029022,5487075.555559593,204522.0,5261.0,24.0
2032-12-01,3.107258,3.9114976,12.046206,9336.221578560073,5152.773848359766,4630.79303003542,5494128.695652147,204522.0,5261.0,24.0
2033-01-01,1.647924,2.769819,10.840222,13065.316841515596,10515.0566551245,15338.82208795112,5501416.940414453,204522.0,5261.0,24.0
2033-02-01,5.5061593,5.18587,14.661613,14510.230041795876,14497.962536496923,12954.188435483957,5508659.299625657,204522.0,5261.0,24.0
2033-03-01,8.80186,9.775009,18.426027,4930.7506469450345,8610.291599118864,1525.5788664791908,5515200.785364808,204522.0,5261.0,24.0
2033-04-01,11.104804,12.002986,20.92806,4297.441956474358,7426.258701532788,1585.953801778942,5522443.144576011,204522.0,5261.0,24.0
2033-05-01,16.971737,18.594929,27.316847,953.4939994553952,669.1920370243679,173.02205781656994,5529451.879296531,204522.0,5261.0,24.0
2033-06-01,18.621645,19.950747,29.3902,15173.59387183933,13275.282853309363,2193.899611795132,5536694.238507734,204522.0,5261.0,24.0
2033-07-01,24.628319,26.490646,35.602036,31570.556309603853,36751.56534308335,33461.718438697426,5543702.973228253,204522.0,5261.0,24.0
2033-08-01,23.76875,26.068602,34.92489,23573.327839589183,13210.99574603577,9414.111781586644,5550945.332439457,204522.0,5261.0,24.0
2033-09-01,19.284613,20.884478,30.228283,17499.7354215011,8928.9502827869,6425.472993256335,5558187.69165066,204522.0,5261.0,24.0
2033-10-01,15.338741,16.228474,25.098974,11254.88225792942,10864.673455104275,9104.223484283102,5565196.4263711795,204522.0,5261.0,24.0
2033-11-01,9.412465,9.650728,18.708563,2620.412617159218,4002.202244973887,1542.5299136622923,5572438.785582383,204522.0,5261.0,24.0
2033-12-01,6.0155206,6.4811296,14.351567,52503.94990987843,76432.05758800032,85195.99823118187,5579447.520302902,204522.0,5261.0,24.0
2034-01-01,4.3463974,5.4495955,13.458248,24321.053481739364,33885.22539062833,27289.470773001085,5586689.879514106,204522.0,5261.0,24.0
2034-02-01,4.902264,6.044615,14.377129,27941.40437847236,47425.48149952199,30900.272251557908,5593874.63145486,204522.0,5261.0,24.0
2034-03-01,5.7064457,6.852948,15.55403,37961.60120915738,49018.24202269781,26906.078621119923,5600364.084820703,204522.0,5261.0,24.0
2034-04-01,10.023695,10.459483,20.161386,5407.869972168555,6827.631505964746,2524.401577788467,5607548.836761457,204522.0,5261.0,24.0
2034-05-01,16.25905,16.938522,26.820784,3504.909493939704,11963.520893035457,4102.862226353773,5614501.822510574,204522.0,5261.0,24.0
2034-06-01,20.784206,22.567833,31.970348,10276.294989402231,1353.422650977791,129.73025863493604,5621686.574451327,204522.0,5261.0,24.0
2034-07-01,25.457865,27.18893,36.618256,17127.736312002526,8932.690978125356,7734.955275905304,5628639.560200444,204522.0,5261.0,24.0
2034-08-01,22.942533,23.78681,33.379547,24571.578309999317,35020.11463449744,30818.882375507383,5635824.312141199,204522.0,5261.0,24.0
2034-09-01,21.348684,22.67068,31.832724,9726.72174127365,7530.594378765272,7356.95945546513,5643009.064081953,204522.0,5261.0,24.0
2034-10-01,13.296445,14.592643,23.691145,49097.72571668727,32731.122848158702,24078.74197278797,5649962.04983107,204522.0,5261.0,24.0
2034-11-01,8.992861,10.647991,19.418259,16270.115881663514,16455.998760320654,13216.666821883337,5657146.801771824,204522.0,5261.0,24.0
2034-12-01,1.9556688,2.7495916,10.991871,16636.39722292428,18615.87376469979,15568.586811075513,5664099.787520941,204522.0,5261.0,24.0
2035-01-01,-0.69681185,-0.23686197,8.660834,19216.315560269868,17486.745348738623,22114.09275227197,5671284.539461696,204522.0,5261.0,24.0
2035-02-01,1.8986284,3.2241263,11.421124,19710.785150388256,19627.50391268637,21569.441117177485,5678414.315471192,204522.0,5261.0,24.0
2035-03-01,5.076307,6.7195516,15.263059,19770.565541629912,19347.62700557476,19973.666167857573,5684854.113157188,204522.0,5261.0,24.0
2035-04-01,9.534757,10.34219,19.500343,4197.226174070238,6470.635065565148,3007.2548748748886,5691983.889166684,204522.0,5261.0,24.0
2035-05-01,16.061153,17.119862,25.882057,90.4822288151081,34.993519818772256,0.0,5698883.67240168,204522.0,5261.0,24.0
2035-06-01,22.288269,23.16885,31.822247,1429.7572664954714,205.9865871360671,28.24457376027567,5706013.448411176,204522.0,5261.0,24.0
2035-07-01,25.592882,27.525824,36.58044,22191.5415707379,13561.072259007597,5081.54666946366,5712913.231646173,204522.0,5261.0,24.0
2035-08-01,22.904367,25.312227,34.805412,30849.00732620736,32745.35116237239,32320.97244651677,5720043.007655668,204522.0,5261.0,24.0
2035-09-01,19.356472,20.861761,29.905605,27148.116585274693,20908.65635263617,22662.9450224209,5727172.783665164,204522.0,5261.0,24.0
2035-10-01,12.630543,14.187108,23.121094,2008.5424670252903,949.0912787516208,116.28551057528966,5734072.56690016,204522.0,5261.0,24.0
2035-11-01,7.6617446,8.639422,16.67946,12505.260116653517,17439.9519456274,13943.692460139571,5741202.342909656,204522.0,5261.0,24.0
2035-12-01,4.554805,5.550732,13.134716,11313.815608107689,9524.38808399056,8392.936160580666,5748102.126144652,204522.0,5261.0,24.0
2036-01-01,6.086027,7.698926,15.550071,2830.493197921851,4133.000142309265,917.2282599422942,5755231.902154149,204522.0,5261.0,24.0
2036-02-01,3.8708844,5.2768908,13.477055,6312.727762373106,8248.273219313705,3326.2401365949245,5762285.69514557,204522.0,5261.0,24.0
2036-03-01,8.527637,9.552987,18.042547,763.5043288466022,426.0595544763419,0.0,5768884.40471819,204522.0,5261.0,24.0
2036-04-01,12.195429,13.278632,21.650438,376.3489398747879,47.51896291418234,1.0200000015174735,5775938.197709612,204522.0,5261.0,24.0
2036-05-01,16.457764,17.920061,26.423845,3725.446126908673,324.2788174709858,0.5100000216316403,5782764.448991632,204522.0,5261.0,24.0
2036-06-01,21.064022,23.58467,31.71748,13802.998907369329,11477.049543369503,6074.550736670972,5789818.241983053,204522.0,5261.0,24.0
2036-07-01,24.944818,26.87441,35.642944,36654.62108714855,38072.3920839373,27072.520492607877,5796644.493265075,204522.0,5261.0,24.0
2036-08-01,21.378254,23.247892,32.25731,61735.03069899744,58244.99160589767,48754.69651952371,5803698.286256496,204522.0,5261.0,24.0
2036-09-01,18.115154,19.810312,29.058353,14182.134161383146,12371.855520839745,6885.250140386233,5810752.079247917,204522.0,5261.0,24.0
2036-10-01,12.439624,13.684257,22.577263,3182.042411397151,4867.00776011221,2340.988099526112,5817578.3305299375,204522.0,5261.0,24.0
2036-11-01,9.422256,10.257359,18.634243,11488.84446786542,16958.706240307947,13241.354141271586,5824632.12352136,204522.0,5261.0,24.0
2036-12-01,3.213035,3.6241226,12.288538,16162.298679555532,19431.56612151652,13381.099141762752,5831458.37480338,204522.0,5261.0,24.0
2037-01-01,0.82304233,1.9092908,10.908862,70944.81962450081,63750.90521320235,75552.00306582847,5838512.167794801,204522.0,5261.0,24.0
2037-02-01,1.5705956,1.746955,10.217755,9923.022489307914,11646.70404974604,9782.332786424377,5845525.426209247,204522.0,5261.0,24.0
2037-03-01,7.5593743,9.425219,18.154552,3026.7331052980358,4089.3567781180536,147.9233204922366,5851859.9821964875,204522.0,5261.0,24.0
2037-04-01,13.042945,14.250678,22.916487,635.2563412519885,140.4363519063736,0.0,5858873.240610932,204522.0,5261.0,24.0
2037-05-01,17.90564,20.017784,28.853418,5977.6092329758285,2198.8744386573217,434.37505437987056,5865660.264882976,204522.0,5261.0,24.0
2037-06-01,20.693228,22.027843,31.560116,8404.70935328267,2665.293661890246,197.14186545115808,5872673.523297421,204522.0,5261.0,24.0
2037-07-01,23.923294,25.110474,33.99099,3277.0108227882247,2424.4912591316734,78.0182864993094,5879460.547569465,204522.0,5261.0,24.0
2037-08-01,22.676407,24.272861,33.503098,17618.29772082274,12588.189575299111,8043.608215837912,5886473.805983909,204522.0,5261.0,24.0
2037-09-01,19.31348,20.90678,30.445272,22317.5379637687,16862.671343871625,9985.661546838855,5893487.064398355,204522.0,5261.0,24.0
2037-10-01,10.45051,11.804486,21.33437,5410.953735811563,8552.377505169352,1609.5499392301915,5900274.088670398,204522.0,5261.0,24.0
2037-11-01,9.201228,9.986347,17.857792,18681.471050687836,26111.10100625956,31445.11468235578,5907287.347084844,204522.0,5261.0,24.0
2037-12-01,2.0204947,2.9912024,10.6863365,7922.173298551206,2737.679025632224,1934.0113074775672,5914074.371356887,204522.0,5261.0,24.0
2038-01-01,3.4073114,4.997073,11.940156,8852.949483097473,5369.2279218430485,4296.127991002686,5921087.629771332,204522.0,5261.0,24.0
2038-02-01,4.9050803,6.2697654,14.4832115,25690.905185742304,39230.92102651717,26827.720122307077,5928037.448291451,204522.0,5261.0,24.0
2038-03-01,8.519899,9.651195,18.074104,12106.874989211792,18730.090745780035,8256.686027271098,5934314.703728978,204522.0,5261.0,24.0
2038-04-01,10.328275,11.545452,20.399326,11130.572286463575,10322.529136610685,7122.676821657478,5941264.522249097,204522.0,5261.0,24.0
2038-05-01,17.479048,18.819246,27.664034,1034.488860904412,3524.4398834205185,903.3204913383996,5947990.153075019,204522.0,5261.0,24.0
2038-06-01,20.833195,21.316782,30.064232,2257.469947686332,4344.107558383257,1573.2710337010758,5954939.971595137,204522.0,5261.0,24.0
2038-07-01,25.131712,27.191137,35.662014,17142.759739641042,7938.472343139392,3919.472105534578,5961665.602421059,204522.0,5261.0,24.0
2038-08-01,23.38076,25.517141,34.394093,26772.358888661256,20537.963052131818,15661.767871678969,5968615.420941178,204522.0,5261.0,24.0
2038-09-01,21.971363,23.78953,32.613297,6280.357403677044,3536.6855853253583,799.5922493182661,5975565.239461297,204522.0,5261.0,24.0
2038-10-01,13.559124,14.566504,23.228228,14580.3533746046,7078.729891630655,4904.59751476028,5982290.870287218,204522.0,5261.0,24.0
2038-11-01,6.140714,7.3593116,15.738807,16877.898820966948,16317.631628186064,20345.298820422613,5989240.688807338,204522.0,5261.0,24.0
2038-12-01,2.1531262,2.9022217,10.878269,7906.510335073108,4704.315956402206,8059.347812269152,5995966.3196332585,204522.0,5261.0,24.0
2039-01-01,2.4501405,4.114458,11.875718,3338.2800325242897,6223.552306907368,4483.136214566366,6002916.138153378,204522.0,7061.0,25.0
2039-02-01,2.258693,3.6205697,12.799029,1614.7976713849855,5503.62363193708,290.7705713014366,6009797.071843167,204522.0,7061.0,25.0
2039-03-01,8.233444,9.21838,18.264395,11313.61299641576,22649.08879418217,12090.582864625869,6016012.108724266,204522.0,7061.0,25.0
2039-04-01,12.563026,13.77819,22.46341,372.63603933160994,1287.0175647121869,59.39452410166268,6022893.042414054,204522.0,7061.0,25.0
2039-05-01,15.496243,16.826015,26.28316,8055.814450368052,7504.437270262952,1987.0805717599524,6029552.010500947,204522.0,7061.0,25.0
2039-06-01,20.022905,20.956324,28.966728,6042.8111349610845,5064.718981220722,864.6516856906601,6036432.944190736,204522.0,7061.0,25.0
2039-07-01,24.426313,25.793846,34.4717,22229.75773123617,21693.86009144364,18730.841277531727,6043091.912277628,204522.0,7061.0,25.0
2039-08-01,23.47421,25.212305,33.643204,35884.04545906233,52428.07084863307,72754.23551822605,6049972.845967417,204522.0,7061.0,25.0
2039-09-01,18.576511,19.884493,29.6505,1718.4635508447172,1926.5698337003412,33.06874858935771,6056853.779657206,204522.0,7061.0,25.0
2039-10-01,13.781976,14.884404,23.385542,28040.876882110024,30967.156276269816,39701.74739328213,6063512.747744097,204522.0,7061.0,25.0
2039-11-01,9.0311775,9.851159,18.67812,11992.197145111277,8685.72599017898,1405.9441878794132,6070393.681433886,204522.0,7061.0,25.0
2039-12-01,3.8413281,5.238676,12.951307,465.2774802198565,393.097643365445,5.104601726452529,6077052.649520778,204522.0,7061.0,25.0
2040-01-01,1.2800736,2.4274132,10.333258,8220.248575198639,5995.482678962617,8653.014215877192,6083933.583210567,204522.0,7061.0,25.0
2040-02-01,5.96577,7.6413765,15.533123,1372.6858620952044,528.1909894419186,0.0,6090722.963622441,204522.0,7061.0,25.0
2040-03-01,9.139556,10.953076,18.962988,7872.765940197132,9340.199810048944,3284.7359224194406,6097074.319491613,204522.0,7061.0,25.0
2040-04-01,14.097802,15.616019,24.063375,2652.527682607797,1443.1552400656074,166.74148516085552,6103863.699903486,204522.0,7061.0,25.0
2040-05-01,15.95581,16.89155,25.280783,22.019768440168264,28.406742042125188,0.0,6110434.068044009,204522.0,7061.0,25.0
2040-06-01,23.187124,23.809883,32.472332,592.834535824295,352.4717025334212,3.19041031980305,6117223.448455882,204522.0,7061.0,25.0
2040-07-01,23.97212,25.426582,34.358715,19321.35411849304,12193.05371472583,13936.250347080568,6123793.816596406,204522.0,7061.0,25.0
2040-08-01,22.63789,24.364132,33.60858,19584.557861319627,13981.546780360804,7140.712887836753,6130583.197008279,204522.0,7061.0,25.0
2040-09-01,20.155483,22.227037,31.07048,3437.3768201312487,4331.224624441347,571.2065243565121,6137372.577420153,204522.0,7061.0,25.0
2040-10-01,13.442653,14.697115,23.66744,19614.00083208864,12476.506330473783,8180.305765982121,6143942.945560675,204522.0,7061.0,25.0
2040-11-01,8.219011,8.751293,17.646307,7484.568359868717,9279.17591174628,9433.08397977853,6150732.32597255,204522.0,7061.0,25.0
2040-12-01,1.1866326,1.2617899,10.829046,41321.32639023475,42504.89791741711,51089.83563949296,6157302.694113072,204522.0,7061.0,25.0
2041-01-01,2.7886367,4.212552,11.780484,6001.247684937016,8938.788527686484,5018.35605618644,6164092.074524946,204522.0,7061.0,25.0
2041-02-01,6.058241,6.5708575,15.208136,30922.87944472628,48779.215973080136,32956.74388976768,6170823.903906057,204522.0,7061.0,25.0
2041-03-01,7.418586,8.32046,16.92631,2319.3066433268086,5213.77398397799,1555.710948199112,6176904.265927706,204522.0,7061.0,25.0
2041-04-01,12.172488,13.573259,22.513756,5342.6162812857,2725.125101780577,824.4570618826401,6183636.095308817,204522.0,7061.0,25.0
2041-05-01,19.535162,20.798632,29.48951,289.32219975076805,242.54350474197963,200.67062929720123,6190150.768903441,204522.0,7061.0,25.0
2041-06-01,22.937994,24.912504,33.82742,3114.6426824871014,30.3193867457594,76.91320757476205,6196882.598284552,204522.0,7061.0,25.0
2041-07-01,23.780445,26.206953,35.738277,38824.70443758066,22789.960563553905,7856.813505518949,6203397.271879176,204522.0,7061.0,25.0
2041-08-01,22.950283,24.65535,34.03263,37129.08729945193,62957.6161699486,63751.216720373486,6210129.101260287,204522.0,7061.0,25.0
2041-09-01,20.24251,21.370516,30.600525,24534.110834123567,32260.3392523597,38942.79612740502,6216860.930641398,204522.0,7061.0,25.0
2041-10-01,14.970646,16.327747,25.74904,5459.243827681712,1415.7393440807937,467.59685006240943,6223375.604236022,204522.0,7061.0,25.0
2041-11-01,10.399497,11.222839,20.051054,11219.02408184542,17620.248130886466,12020.635917688196,6230107.433617133,204522.0,7061.0,25.0
2041-12-01,2.322928,3.3895652,11.900055,25740.839683427475,24935.83635840041,19081.84877389285,6236622.1072117565,204522.0,7061.0,25.0
2042-01-01,2.645031,3.2243395,11.547245,21774.93691354757,29827.547351751127,25554.2961789688,6243353.936592868,204522.0,7061.0,25.0
2042-02-01,4.587855,4.3107066,13.208511,42410.27294928208,42773.50662583485,51564.09357074881,6250011.844990077,204522.0,7061.0,25.0
2042-03-01,8.698474,10.046963,17.956161,30796.448728989344,38037.21853782772,55353.588221082464,6256025.439671429,204522.0,7061.0,25.0
2042-04-01,10.261875,10.768522,20.318022,7788.236937558395,13004.259275956429,5828.074908673443,6262683.348068639,204522.0,7061.0,25.0
2042-05-01,15.39815,16.254396,25.749607,9786.986457268358,12525.52648385754,9124.928301719046,6269126.485227229,204522.0,7061.0,25.0
2042-06-01,21.415102,22.459017,32.418915,4943.421978641254,2515.824000302928,516.8990956512971,6275784.39362444,204522.0,7061.0,25.0
2042-07-01,25.562456,27.058355,36.451836,33532.16077754041,28979.96126414509,23114.57001833478,6282227.53078303,204522.0,7061.0,25.0
2042-08-01,24.902967,26.942621,36.532368,23094.892816381616,7897.750473866472,8752.996691178805,6288885.43918024,204522.0,7061.0,25.0
2042-09-01,20.760565,22.903809,32.190685,32274.379888898693,26306.9357672066,15423.262702497595,6295543.34757745,204522.0,7061.0,25.0
2042-10-01,15.855229,17.265017,26.355,1245.2637193970077,2578.164573501681,406.1615702444215,6301986.48473604,204522.0,7061.0,25.0
2042-11-01,8.049668,8.531509,17.17116,9849.44060005364,11648.569855184178,8282.000351498027,6308644.393133251,204522.0,7061.0,25.0
2042-12-01,1.7435845,2.2902305,10.847857,31525.19137779018,25690.169251762563,36389.60099420801,6315087.530291841,204522.0,7061.0,25.0
2043-01-01,1.9229265,3.0033615,11.029342,19012.78579219943,19206.648699371726,24486.23962244892,6321745.438689051,204522.0,7061.0,25.0
2043-02-01,4.531117,5.564011,13.661371,20303.057569661178,40102.37753768452,21693.14843596076,6328326.800588631,204522.0,7061.0,25.0
